Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.69    0.00    0.85    0.73    0.00   96.72

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           39.97    561.99     0.00   0.00    0.15    14.06   51.01    373.36     0.00   0.00    2.40     7.32    0.00      0.00     0.00   0.00    0.00     0.00   12.04    9.69    0.24  12.45
loop1            7.95     81.87     0.00   0.00    0.06    10.30    4.95     18.94     0.00   0.00    0.26     3.83    0.00      0.00     0.00   0.00    0.00     0.00    0.38    2.55    0.00   0.16
loop10           0.94      7.34     0.00   0.00    0.23     7.80    0.60      2.25     0.00   0.00    0.42     3.75    0.00      0.00     0.00   0.00    0.00     0.00    0.06    3.53    0.00   0.03
loop11           0.75      5.85     0.00   0.00    0.22     7.82    0.48      1.81     0.00   0.00    0.40     3.74    0.00      0.00     0.00   0.00    0.00     0.00    0.05    3.49    0.00   0.02
loop12           0.19      1.46     0.00   0.00    0.30     7.85    0.12      0.45     0.00   0.00    0.53     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.01    5.62    0.00   0.01
loop2            7.08     79.47     0.00   0.00    0.07    11.23    4.37     16.70     0.00   0.00    0.27     3.82    0.00      0.00     0.00   0.00    0.00     0.00    0.34    2.61    0.00   0.15
loop3            6.08     58.85     0.00   0.00    0.13     9.69    3.78     14.43     0.00   0.00    0.29     3.81    0.00      0.00     0.00   0.00    0.00     0.00    0.31    2.68    0.00   0.13
loop4            4.77     49.27     0.00   0.00    0.12    10.32    2.97     11.28     0.00   0.00    0.31     3.80    0.00      0.00     0.00   0.00    0.00     0.00    0.25    2.84    0.00   0.11
loop5            3.83     45.08     0.00   0.00    0.15    11.76    2.38      9.02     0.00   0.00    0.32     3.79    0.00      0.00     0.00   0.00    0.00     0.00    0.21    2.83    0.00   0.09
loop6            2.64     25.18     0.00   0.00    0.17     9.54    1.67      6.33     0.00   0.00    0.35     3.78    0.00      0.00     0.00   0.00    0.00     0.00    0.15    2.97    0.00   0.06
loop7            1.88     14.66     0.00   0.00    0.18     7.81    1.20      4.52     0.00   0.00    0.36     3.77    0.00      0.00     0.00   0.00    0.00     0.00    0.12    3.04    0.00   0.05
loop8            1.32     10.27     0.00   0.00    0.22     7.81    0.84      3.17     0.00   0.00    0.36     3.76    0.00      0.00     0.00   0.00    0.00     0.00    0.08    2.96    0.00   0.03
loop9            0.93      7.31     0.00   0.00    0.23     7.82    0.60      2.25     0.00   0.00    0.42     3.75    0.00      0.00     0.00   0.00    0.00     0.00    0.06    3.38    0.00   0.03
sda              4.88    153.65     1.83  27.27    0.26    31.46  159.00  60951.58   386.13  70.83   12.32   383.33    5.30  26428.63     0.00   0.00    0.17  4988.79    0.00    0.00    1.96  13.06
sdb              0.08      1.57     0.00   0.00    0.19    18.90    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00


avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.03    0.00    3.22    0.00    0.00   96.75

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop10           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop11           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop12           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop7            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop8            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop9            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
sda              0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
sdb              0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00


avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.00    0.00    0.81    8.22    0.00   90.97

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0          117.00   3801.00     0.00   0.00    0.05    32.49    0.00      4.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.01   1.20
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop10           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop11           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop12           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop2            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop3            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop4            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop5            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop6            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
