Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           2.23    0.00    1.04    0.93    0.00   95.81

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           48.27    652.35     0.00   0.00    0.13    13.52   44.09    317.13     0.00   0.00    3.46     7.19    0.00      0.00     0.00   0.00    0.00     0.00   10.48   14.08    0.31  15.59
loop1            8.12     87.01     0.00   0.00    0.06    10.72    5.06     19.28     0.00   0.00    0.32     3.81    0.00      0.00     0.00   0.00    0.00     0.00    0.39    3.17    0.00   0.19
loop10           2.21     17.29     0.00   0.00    0.15     7.83    1.42      5.29     0.00   0.00    0.50     3.73    0.00      0.00     0.00   0.00    0.00     0.00    0.13    4.57    0.00   0.08
loop11           2.04     16.32     0.00   0.00    0.27     7.98    1.32      4.91     0.00   0.00    0.49     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.12    4.71    0.00   0.07
loop12           1.58     12.31     0.00   0.00    0.14     7.79    1.02      3.78     0.00   0.00    0.52     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.09    5.11    0.00   0.06
loop13           0.94      7.36     0.00   0.00    0.03     7.82    0.61      2.27     0.00   0.00    0.51     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.05    5.24    0.00   0.04
loop14           0.63      5.38     0.00   0.00    0.07     8.50    0.41      1.51     0.00   0.00    0.50     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.03    5.25    0.00   0.02
loop15           0.16      1.23     0.00   0.00    0.29     7.81    0.10      0.38     0.00   0.00    0.49     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.01    5.29    0.00   0.01
loop2            7.36     80.17     0.00   0.00    0.08    10.89    4.58     17.40     0.00   0.00    0.33     3.80    0.00      0.00     0.00   0.00    0.00     0.00    0.36    3.27    0.00   0.18
loop3            6.54     65.17     0.00   0.00    0.11     9.97    4.09     15.49     0.00   0.00    0.35     3.79    0.00      0.00     0.00   0.00    0.00     0.00    0.34    3.34    0.00   0.17
loop4            5.42     52.39     0.00   0.00    0.11     9.66    3.40     12.86     0.00   0.00    0.38     3.78    0.00      0.00     0.00   0.00    0.00     0.00    0.29    3.55    0.00   0.15
