procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 126931632 120208 3040976    0    0    26  1050   58   77  1  1 98  0  0
 2  0      0 126414288 120340 3557956    0    0     0     0 2400  350  0  3 97  0  0
 1  2      0 126371216 120484 3600072    0    0  1197 477772 2019  595  0  1 94  5  0
 1  0      0 125943888 120364 4028040    0    0  1176 80040 2129  964  0  3 96  1  0
 0  2      0 125801768 120508 4170680    0    0  1189 389336 1729  580  0  1 95  4  0
 1  0      0 125480016 120388 4493324    0    0  1176 168220 2012  952  0  2 96  2  0
 1  2      0 125230304 120532 4743096    0    0  1189 290600 1480  599  0  2 95  3  0
 2  0      0 125008832 120412 4963640    0    0  1176 266976 2403  976  0  2 95  3  0
 1  2      0 124657584 120612 5315044    0    0  1189 198728 1958  667  0  2 96  2  0
 2  0      0 124556640 120492 5415524    0    0  1176 358896 2679  927  0  1 95  4  0
 1  2      0 124085712 120636 5886612    0    0  1189 77748 1343  638  0  3 96  1  0
 1  0      0 124080424 120516 5890592    0    0  1176 479804 2457  967  0  1 94  5  0
 1  0      0 123527376 120580 6443592    0    0     0     0 1282  375  0  3 97  0  0
 1  1      0 123512264 120724 6458328    0    0  1189 493348 1989  586  0  1 94  6  0
 1  0      0 123069792 120604 6903112    0    0  1176 64208 1888  949  0  3 96  1  0
 0  2      0 122941296 120748 7030380    0    0  1189 395384 1925  671  0  1 94  4  0
 0  0      0 122933368 120628 7030532    0    0  1176 162176 3498 3725  0  1 97  2  0
 0  0      0 122932192 120628 7030436    0    0     0     0  445  186  0  0 100  0  0
 0  0      0 122932192 120628 7030444    0    0     0     0  232  117  0  0 100  0  0
 0  0      0 122932192 120628 7030444    0    0     0     0  468  201  0  0 100  0  0
 0  0      0 122932192 120628 7030456    0    0     0     0  187  110  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 122932192 120636 7030456    0    0     0   472  488  180  0  0 100  0  0
 0  0      0 122932192 120636 7030464    0    0     0     0  245   90  0  0 100  0  0
 0  0      0 122932192 120636 7030472    0    0     0     0  296  122  0  0 100  0  0
 0  0      0 122932192 120636 7030476    0    0     0     0  259   76  0  0 100  0  0
 0  0      0 122932192 120636 7030480    0    0     0     0  265   80  0  0 100  0  0
10  0      0 122558024 120644 7030552    0    0     0   364 7089 7575  3  5 93  0  0
 7  0      0 121851976 120644 7031604    0    0     0     0 20559 60113 28  6 66  0  0
 7  0      0 121846496 120644 7032004    0    0     0     0 5425 1588 22  0 78  0  0
14  0      0 121800128 120644 7032012    0    0     0     0 7454 1878 34  0 66  0  0
 1  0      0 122928864 121024 7042492    0    0 32419 42768 16584 21740 15  4 78  3  0
 1  0      0 123899504 120740 6072944    0    0  4011     0 5093 3523  0  1 98  0  0
