procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 126796352 143928 3092408    0    0    37  2198   75   95  2  1 96  1  0
 2  1      0 126278024 143928 3603768    0    0     0 30908 2467  430  0  3 97  0  0
 1  3      0 126237312 144112 3647448    0    0  1189 504344 24652 67734  0  1 91  8  0
 2  0      0 125758816 143996 4129256    0    0  1176 25032 2827 2880  0  3 96  1  0
 1  2      0 125679440 144140 4207672    0    0  1189 442988 2030  669  0  1 94  5  0
 2  0      0 125302456 144016 4585880    0    0  1176 114584 2126  910  0  2 96  1  0
 1  2      0 125110176 144160 4777872    0    0  1189 336644 1656  606  0  2 95  4  0
 2  0      0 124833488 144040 5056264    0    0  1176 220924 2562 1052  0  2 95  3  0
 2  1      0 124541920 144184 5347780    0    0  1189 258220 1809  769  0  2 95  3  0
 1  0      0 124372080 144064 5516152    0    0  1176 299368 2274  983  0  1 95  4  0
 0  2      0 123969888 144208 5919588    0    0  1189 142212 1449  606  0  2 96  1  0
 1  0      0 123910920 144084 5981328    0    0  1176 415364 2287  935  0  1 94  5  0
 0  2      0 123401440 144228 6491120    0    0  1189 44892 1679  694  0  3 97  0  0
 0  2      0 123401200 144228 6491368    0    0     0 504896 1629  331  0  1 94  6  0
 1  0      0 122888688 144104 7006712    0    0  1176  7800 1895  908  0  3 97  0  0
 0  2      0 122832744 144248 7063088    0    0  1189 477772 1738  628  0  1 94  5  0
 1  0      0 122421536 144124 7473712    0    0  1176 79836 1948 1159  0  3 96  1  0
 0  2      0 122260280 144268 7634876    0    0  1189 359916 1644  632  0  1 95  4  0
 1  0      0 121949600 144148 7947364    0    0  1176 197680 2432  983  0  2 96  2  0
 0  2      0 121690088 144292 8206804    0    0  1189 290588 1510  636  0  2 95  3  0
 1  0      0 121482960 144172 8413636    0    0  1176 267012 2400 1062  0  2 95  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 121117856 144316 8778388    0    0  1189 198164 1451  632  0  2 96  2  0
 1  0      0 121018328 144196 8880348    0    0  1176 359420 2394  926  0  1 94  4  0
 0  2      0 120550736 144340 9350488    0    0  1189 82168 1280  673  0  3 96  1  0
 1  0      0 120549728 144212 9350616    0    0  1176 475532 2357 1148  0  1 94  5  0
 1  0      0 119992368 144212 9907496    0    0     0     0 1628  359  0  3 97  0  0
 0  2      0 119976000 144356 9922240    0    0  1189 504404 1724  605  0  1 94  6  0
 1  0      0 119513376 144236 10384456    0    0  1176 53212 1842  965  0  3 96  1  0
 0  2      0 119403784 144380 10493716    0    0  1189 410132 1889  670  0  1 94  5  0
 1  0      0 119043728 144256 10854608    0    0  1176 147508 2182  948  0  2 96  2  0
 0  2      0 118831352 144420 11065856    0    0  1189 320032 1475  590  0  2 95  4  0
 1  0      0 118578160 144300 11315640    0    0  1176 237584 2432  971  0  2 95  3  0
 0  2      0 118256448 144448 11637780    0    0  1189 223572 1605  695  0  2 96  2  0
 0  0      0 118244384 144328 11637820    0    0  1176 334088 5438 7364  1  2 94  4  0
 0  0      0 118244176 144328 11637904    0    0     0     0  869  276  0  0 100  0  0
 0  0      0 118244176 144328 11637908    0    0     0     0  289  112  0  0 100  0  0
 0  0      0 118244176 144328 11637916    0    0     0     0  417  189  0  0 100  0  0
 0  0      0 118246960 144328 11637928    0    0     0     0  525  190  0  0 100  0  0
 0  0      0 118246720 144336 11637936    0    0     0   732  623  270  0  0 100  0  0
 0  0      0 118246496 144336 11637936    0    0     0     0  284  129  0  0 100  0  0
 0  0      0 118246496 144336 11637948    0    0     0     0  558  183  0  0 100  0  0
 0  0      0 118248768 144336 11637952    0    0     0     0  445  176  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 118249016 144336 11637956    0    0     0     0  169   84  0  0 100  0  0
16  0      0 118250816 144344 11637964    0    0     0   124  323  205  0  0 100  0  0
34  0      0 116620528 144344 11645804    0    0     0     0 37276 96957 42 20 38  0  0
15  0      0 115886448 144344 11646336    0    0     0     0 20893 44891 54  5 41  0  0
15  0      0 115881920 144344 11646348    0    0     0   848 10508 2878 47  0 53  0  0
30  0      0 115778352 144344 11646352    0    0     0     0 16838 3177 89  1 11  0  0
 0  1      0 118270384 144344 11667844    0    0     0  8932 16089 19693 40  5 56  0  0
 0  0      0 118214736 144520 11667680    0    0 99294 82516 20534 31626  1  5 88  5  0
 0  0      0 118217472 144520 11668192    0    0  5348     0 4926 4124  0  1 99  0  0
 1  0      0 119838528 144520 10054328    0    0     0     0 3076 1735  0  1 98  0  0
 1  0      0 124338224 144520 5567160    0    0     0     0 1493  493  0  3 97  0  0
