procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 126813576 144528 3092128    0    0    38  2253   76   96  2  1 96  1  0
 2  1      0 126304648 144532 3591760    0    0     0 251708 4079 1012  0  4 95  1  0
 3  0      0 126121144 144572 3789952    0    0  2365 308884 3359 1460  0  2 95  3  0
 2  2      0 125702576 144724 4207944    0    0  1189 134292 1282  670  0  3 96  1  0
 2  0      0 125663760 144604 4249552    0    0  1176 423340 2245  980  0  1 94  5  0
 0  2      0 125134312 144748 4778652    0    0  1189 37648  972  615  0  3 97  0  0
 1  2      0 125134328 144748 4778832    0    0     0 494756 1755  330  0  0 94  6  0
 2  0      0 124648472 144844 5264144    0    0  1176 25164 1849  982  0  3 97  0  0
 1  2      0 124562544 144988 5349408    0    0  1189 445384 1888  618  0  1 94  5  0
 2  0      0 124175496 144864 5736536    0    0  1176 112196 2149  915  0  3 96  1  0
 1  2      0 123991056 145008 5920824    0    0  1189 339424 1773  631  0  1 95  4  0
 1  0      0 123703056 144888 6210048    0    0  1176 218144 2377 1092  0  2 96  3  0
 0  2      0 123420880 145032 6492668    0    0  1189 274272 1684  622  0  2 95  3  0
 1  0      0 123251328 144912 6665336    0    0  1176 283304 2293  927  0  1 95  4  0
 0  2      0 122852208 145056 7064372    0    0  1189 148952 1330  629  0  2 96  2  0
 1  0      0 122776112 144936 7140228    0    0  1176 408644 2300 1012  0  1 94  5  0
 1  1      0 122280496 145080 7636176    0    0  1189 54664 1530  636  0  3 97  1  0
 1  1      0 122280496 145084 7636172    0    0     0 501824 1611  323  0  1 94  6  0
 1  0      0 121750096 144956 8166776    0    0  1176  1116 1557  928  0  3 97  0  0
 0  2      0 121708016 145100 8207956    0    0  1189 477772 1860  739  0  1 94  5  0
 1  0      0 121290752 144976 8628400    0    0  1176 79824 1850  976  0  3 96  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 121138840 145120 8779912    0    0  1189 374588 1706  623  0  1 95  4  0
 1  0      0 120828912 145000 9093796    0    0  1176 183024 2147  954  0  2 96  2  0
 0  2      0 120571168 145144 9351576    0    0  1189 290656 1791  731  0  2 95  3  0
 1  0      0 120380928 145068 9540336    0    0  1176 266948 2278 1034  0  2 95  3  0
 0  2      0 119997936 145608 9922312    0    0  1189 153652 1315  741  0  2 96  2  0
 1  0      0 119919072 145488 10001424    0    0  1176 403948 2401  993  0  1 94  5  0
 0  2      0 119424704 145632 10495464    0    0  1189 72520 1414  662  0  3 97  1  0
 1  1      0 119424704 145632 10495464    0    0     0 483252 1692  329  0  1 94  6  0
 2  0      0 118902432 145748 11016368    0    0  1176  1844 1627  973  0  3 97  0  0
 0  2      0 118851320 145892 11067396    0    0  1189 477772 2317  723  0  1 94  5  0
 1  0      0 118439424 145772 11481192    0    0  1176 79944 2128 1011  0  3 96  1  0
 0  2      0 118280736 145916 11639100    0    0  1189 366984 1667  599  0  1 95  4  0
 0  0      0 118267056 145792 11639212    0    0  1176 190624 5501 7334  1  2 95  2  0
 0  0      0 118267056 145792 11639216    0    0     0     0  246  221  0  0 100  0  0
 0  0      0 118266328 145792 11639184    0    0     0     0  312  164  0  0 100  0  0
 0  0      0 118267584 145792 11639192    0    0     0     0  444  203  0  0 100  0  0
 0  0      0 118267600 145792 11639200    0    0     0     0  322   96  0  0 100  0  0
 0  0      0 118267600 145800 11639196    0    0     0   696  452  267  0  0 100  0  0
 0  0      0 118267600 145800 11639196    0    0     0     0  379  155  0  0 100  0  0
 0  0      0 118267600 145800 11639216    0    0     0     0  252   91  0  0 100  0  0
 0  0      0 118267600 145800 11639224    0    0     0     0  304  107  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 118267600 145800 11639232    0    0     0     0  284   94  0  0 100  0  0
 0  0      0 117525168 145808 11639284    0    0     0   536 8838 6556  6  9 86  0  0
16  0      0 116079648 145808 11646160    0    0     0     0 41612 122602 58 15 27  0  0
15  0      0 115885864 145808 11646636    0    0     0     0 11666 15449 46  2 52  0  0
30  0      0 115784304 145808 11646644    0    0     0     0 11778 4789 56  1 44  0  0
28  0      0 115948208 145808 11648664    0    0     0     0 17314 1604 92  0  7  0  0
 2  0      0 118209088 145924 11672532    0    0 77679 91724 25231 42755 14  9 67 10  0
 1  0      0 118207904 146208 11669724    0    0 20051     0 9095 9068  0  2 98  0  0
 0  0      0 118210496 145924 11669612    0    0     4     0 4213 2896  0  1 99  0  0
 1  0      0 121239888 145924 8646740    0    0     0     0 2143 1030  0  2 98  0  0
 1  0      0 125774064 145924 4105404    0    0     0     0 1471  534  0  3 97  0  0
