procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 126940176 118780 3037992    0    0    23   891   56   75  1  1 98  0  0
 2  0      0 126422080 118780 3554904    0    0     0     0 2318  380  0  3 97  0  0
 1  2      0 126377280 119256 3598144    0    0  6313 477772 2204  876  0  1 94  5  0
 2  0      0 125957984 118804 4018844    0    0   844 80072 1789  879  0  3 96  1  0
 1  2      0 125807056 118948 4169696    0    0  1189 374588 1903  676  0  1 95  4  0
 1  0      0 125492624 118828 4483992    0    0  1176 183000 2044  973  0  2 96  2  0
 0  2      0 125236120 118972 4741324    0    0  1189 292920 1633  622  0  2 95  3  0
 1  0      0 125031264 118852 4945808    0    0  1176 264624 2089  923  0  2 95  3  0
 1  2      0 124665408 118996 5313252    0    0  1189 175552 1651  684  0  2 96  2  0
 2  0      0 124568152 118876 5410172    0    0  1176 382008 2306 1502  0  1 94  5  0
 1  2      0 124093200 119020 5885008    0    0  1189 74332 1487  668  0  3 96  1  0
 2  1      0 124091864 120220 5884828    0    0  1176 483308 25351 71587  0  1 91  8  0
 1  0      0 123552848 118916 6427680    0    0     0    44 1584  644  0  3 97  0  0
 0  2      0 123524136 119060 6456324    0    0  1189 493348 1504  544  0  1 94  6  0
 0  0      0 123520128 118940 6456888    0    0  1176 64216 3216 3779  0  1 98  1  0
 0  0      0 123520128 118940 6456896    0    0     0     0  351  149  0  0 100  0  0
 0  0      0 123520128 118940 6456896    0    0     0     0  289  167  0  0 100  0  0
 0  0      0 123520128 118940 6456900    0    0     0     0  424  122  0  0 100  0  0
 0  0      0 123520128 118940 6456908    0    0     0     0  270   95  0  0 100  0  0
 1  0      0 123520128 118948 6456908    0    0     0   452  338  147  0  0 100  0  0
 0  0      0 123520128 118948 6456920    0    0     0     0  315  150  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 123520128 118948 6456924    0    0     0     0  314  100  0  0 100  0  0
 0  0      0 123520128 118948 6456928    0    0     0     0  294   84  0  0 100  0  0
 0  0      0 123520128 118948 6456936    0    0     0     0  319  100  0  0 100  0  0
13  0      0 123045504 118956 6457196    0    0     0   360 10336 26498  6  6 88  0  0
 6  0      0 122590144 118956 6459544    0    0     0     0 14353 31170 24  3 73  0  0
 6  0      0 122588880 118956 6459560    0    0     0     0 4603 1331 19  0 81  0  0
12  0      0 122547808 118956 6459560    0    0     0     0 7264 1478 33  0 67  0  0
 0  0      0 123515704 119028 6468964    0    0 57147 36644 15271 22235  4  4 90  2  0
 1  0      0 125845136 119028 4131580    0    0     0     0 2764 1355  0  2 98  0  0
