procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 126818288 141524 3086828    0    0    36  2089   72   91  2  1 96  1  0
 3  0      0 126301504 141524 3597512    0    0     0 102028 2754  897  0  3 96  0  0
 2  0      0 126262208 141568 3649396    0    0  2365 458200 21090 52931  0  1 91  7  0
 2  0      0 125724776 141568 4186252    0    0     0     0 1413  340  0  3 97  0  0
 1  2      0 125705624 141712 4203968    0    0  1189 493348 1991  653  0  1 94  5  0
 1  0      0 125252280 141592 4658992    0    0  1176 64236 1865  950  0  3 96  1  0
 0  2      0 125137368 141736 4774428    0    0  1189 405004 1863  641  0  1 94  4  0
 2  0      0 124788096 141616 5125832    0    0  1176 152556 2181  909  0  2 96  2  0
 2  1      0 124567632 141760 5344568    0    0  1189 302364 1663  670  0  2 95  3  0
 2  0      0 124326240 141640 5587548    0    0  1176 255220 2137  991  0  2 95  3  0
 1  2      0 123996696 141784 5916828    0    0  1189 203336 1408  583  0  2 96  2  0
 1  0      0 123860144 141664 6058628    0    0  1176 354232 2372  925  0  1 95  4  0
 0  2      0 123429776 141808 6488628    0    0  1189 141472 1516  685  0  3 96  1  0
 1  0      0 123390960 141688 6526612    0    0  1176 416096 2224  862  0  1 94  5  0
 0  2      0 122858048 141832 7059668    0    0  1189 38764 1376  685  0  3 97  0  0
 1  1      0 122857792 141832 7060348    0    0     0 491604 1732  335  0  1 94  6  0
 1  0      0 122366456 141712 7552328    0    0  1176 27232 1812  984  0  3 97  0  0
 0  2      0 122286576 141856 7632172    0    0  1189 442988 1944  595  0  1 94  5  0
 1  0      0 121891768 141736 8027956    0    0  1176 114660 2580 1008  0  2 96  1  0
 0  2      0 121715144 141880 8204104    0    0  1189 354864 1807  595  0  1 95  4  0
 1  0      0 121425936 141760 8498716    0    0  1176 202872 2441 1037  0  2 96  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 121148768 141904 8776024    0    0  1189 290432 1636  592  0  2 95  3  0
 1  0      0 120963600 141784 8964660    0    0  1176 267160 2216 1031  0  1 95  4  0
 0  2      0 120580608 141928 9346592    0    0  1189 166184 1493  631  0  2 96  2  0
 1  0      0 120488648 141808 9439232    0    0  1176 391432 2596  977  0  1 94  5  0
 0  2      0 120009152 141952 9919500    0    0  1189 74432 1394  723  0  3 96  1  0
 0  0      0 120007640 141832 9919792    0    0  1176 483160 2093  909  0  1 94  6  0
 1  0      0 119462672 141832 10466728    0    0     0     0 1242  437  0  3 97  0  0
 1  1      0 119436480 141976 10491500    0    0  1189 493348 2037  645  0  1 94  5  0
 1  0      0 119006408 142240 10918700    0    0  1176 64248 1879  871  0  3 96  1  0
 0  2      0 118860544 142544 11063312    0    0  1189 374588 1726  583  0  1 95  4  0
 0  0      0 118847728 142424 11063288    0    0  1176 183032 4902 6841  1  2 96  2  0
 0  0      0 118847728 142424 11063288    0    0     0     0  669  376  0  0 100  0  0
 0  0      0 118847248 142424 11063336    0    0     0     0  244  105  0  0 100  0  0
 0  0      0 118849040 142424 11063340    0    0     0     0  533  178  0  0 100  0  0
 0  0      0 118849584 142424 11063352    0    0     0     0  363  118  0  0 100  0  0
 0  0      0 118849584 142432 11063352    0    0     0   676  601  323  0  0 100  0  0
 0  0      0 118849584 142432 11063360    0    0     0     4  456  140  0  0 100  0  0
 0  0      0 118849584 142432 11063364    0    0     0     0  302   85  0  0 100  0  0
 0  0      0 118849584 142432 11063364    0    0     0     0  264   57  0  0 100  0  0
 0  0      0 118849584 142432 11063380    0    0     0     0  303  142  0  0 100  0  0
 3  0      0 118146736 142440 11063388    0    0     0   524 9591 7136  5  8 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0      0 116705584 142492 11069360    0    0     0     0 39853 122904 56 15 29  0  0
14  0      0 116630736 142492 11069628    0    0     0     0 10508 6388 44  0 56  0  0
28  0      0 116534720 142492 11069640    0    0     0     0 11581 4246 56  1 43  0  0
13  0      0 117187760 142496 11074492    0    0     0     0 17221 6461 81  1 17  0  0
 1  0      0 118796672 143004 11092952    0    0 50135 85780 20390 33488  4  7 80  9  0
 0  0      0 118793664 142720 11091760    0    0 17381     0 8694 7567  0  1 98  0  0
 0  0      0 118794656 142720 11091684    0    0     0     0 3634 2474  0  0 100  0  0
 1  0      0 122777944 142720 7108960    0    0     0     0 1686  580  0  3 97  0  0
