Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           2.29    0.00    1.05    0.95    0.00   95.71

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           49.09    661.54     0.00   0.00    0.13    13.47   43.38    311.48     0.00   0.00    3.59     7.18    0.00      0.00     0.00   0.00    0.00     0.00   10.33   14.61    0.31  15.92
loop1            8.12     86.57     0.00   0.00    0.06    10.66    5.06     19.28     0.00   0.00    0.33     3.81    0.00      0.00     0.00   0.00    0.00     0.00    0.39    3.25    0.00   0.20
loop10           2.32     18.18     0.00   0.00    0.14     7.83    1.49      5.56     0.00   0.00    0.50     3.73    0.00      0.00     0.00   0.00    0.00     0.00    0.13    4.71    0.00   0.08
loop11           2.16     17.23     0.00   0.00    0.25     7.99    1.39      5.19     0.00   0.00    0.50     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.12    4.84    0.00   0.08
loop12           1.70     13.30     0.00   0.00    0.13     7.82    1.10      4.08     0.00   0.00    0.52     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.10    5.26    0.00   0.06
loop13           1.08      8.43     0.00   0.00    0.03     7.82    0.70      2.60     0.00   0.00    0.52     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.06    5.47    0.00   0.04
loop14           0.77      6.50     0.00   0.00    0.06     8.42    0.50      1.85     0.00   0.00    0.51     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.04    5.46    0.00   0.03
loop15           0.29      2.05     0.00   0.00    0.17     7.02    0.20      0.74     0.00   0.00    0.53     3.69    0.00      0.00     0.00   0.00    0.00     0.00    0.02    5.70    0.00   0.01
loop2            7.37     79.85     0.00   0.00    0.08    10.83    4.59     17.44     0.00   0.00    0.34     3.80    0.00      0.00     0.00   0.00    0.00     0.00    0.36    3.36    0.00   0.18
loop3            6.57     65.57     0.00   0.00    0.11     9.98    4.11     15.56     0.00   0.00    0.36     3.79    0.00      0.00     0.00   0.00    0.00     0.00    0.34    3.43    0.00   0.17
loop4            5.47     52.59     0.00   0.00    0.11     9.61    3.44     12.98     0.00   0.00    0.39     3.78    0.00      0.00     0.00   0.00    0.00     0.00    0.29    3.64    0.00   0.15
loop5            4.69     51.64     0.00   0.00    0.16    11.01    2.95     11.11     0.00   0.00    0.40     3.77    0.00      0.00     0.00   0.00    0.00     0.00    0.26    3.73    0.00   0.13
loop6            3.73     36.29     0.00   0.00    0.16     9.74    2.38      8.91     0.00   0.00    0.43     3.75    0.00      0.00     0.00   0.00    0.00     0.00    0.22    3.92    0.00   0.11
loop7            3.10     24.13     0.00   0.00    0.19     7.79    1.98      7.43     0.00   0.00    0.46     3.74    0.00      0.00     0.00   0.00    0.00     0.00    0.18    4.15    0.00   0.10
loop8            2.62     20.49     0.00   0.00    0.21     7.81    1.69      6.31     0.00   0.00    0.47     3.73    0.00      0.00     0.00   0.00    0.00     0.00    0.16    4.28    0.00   0.09
loop9            2.30     18.07     0.00   0.00    0.22     7.84    1.49      5.56     0.00   0.00    0.50     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.14    4.50    0.00   0.08
sda              4.04    126.50     1.51  27.16    0.26    31.33  196.20  78331.33   471.07  70.60   12.87   399.25    4.36  21731.48     0.00   0.00    0.17  4988.79    0.00    0.00    2.53  16.40
sdb              0.07      1.29     0.00   0.00    0.19    18.90    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00


avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.03    0.00    3.84    0.78    0.00   95.35

