procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 126903768 129256 3054364    0    0    31  1574   64   81  1  1 97  1  0
 2  0      0 126390232 129356 3573576    0    0     0     0 2314  427  0  4 96  0  0
 1  3      0 126355136 129500 3610664    0    0  5509 464784 25449 72265  0  1 91  8  0
 1  0      0 125939568 129388 4022736    0    0  1176 93200 6360 14639  0  3 96  2  0
 0  2      0 125783072 129532 4178708    0    0  1189 366984 1590  569  0  1 95  4  0
 1  0      0 125471616 129412 4491696    0    0  1176 190608 2137  931  0  2 96  2  0
 1  2      0 125214352 129556 4749468    0    0  1189 292920 1840  682  0  2 95  3  0
 2  0      0 125007992 129436 4956256    0    0  1176 264640 2392  966  0  2 95  3  0
 2  2      0 124642656 129600 5321236    0    0  1189 175456 1643  620  0  2 96  2  0
 2  0      0 124545392 129480 5418052    0    0  1176 382112 2581 1383  0  1 94  4  0
 0  2      0 124072952 129624 5893048    0    0  1189 74332 1349  669  0  3 96  1  0
 0  0      0 124071952 129504 5892696    0    0  1176 483248 2005  759  0  1 94  6  0
 1  0      0 123531216 129504 6435268    0    0     0     0 1314  437  0  3 97  0  0
 0  2      0 123501744 129648 6464776    0    0  1189 493348 1747  572  0  1 94  5  0
 1  0      0 123066352 130036 6899224    0    0  1176 64232 1719  962  0  3 96  1  0
 0  2      0 122929024 130332 7036640    0    0  1189 390828 1633  696  0  1 94  4  0
 1  0      0 122605504 130212 7363804    0    0  1176 166760 2054  930  0  2 96  2  0
 0  2      0 122361336 130356 7608548    0    0  1189 297932 1441  612  0  2 95  3  0
 1  0      0 122148936 130236 7825448    0    0  1176 259692 2658 1447  0  2 95  3  0
 0  2      0 121792704 130380 8179200    0    0  1189 198164 1492  635  0  2 96  2  0
 1  0      0 121677872 130260 8295168    0    0  1176 359424 2388  914  0  1 94  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 121219344 130404 8752152    0    0  1189 89904 1269  616  0  3 96  1  0
 1  0      0 121219360 130284 8752488    0    0  1176 467672 2357  967  0  1 94  5  0
 1  0      0 120661600 130936 9307440    0    0     0     0 1350  300  0  3 97  0  0
 1  1      0 120645472 131100 9324180    0    0  1189 493348 1860  583  0  1 94  6  0
 0  0      0 120629312 130980 9324404    0    0  1176 64300 4452 5399  0  1 97  1  0
 0  0      0 120628168 130980 9324304    0    0     0     0  731  318  0  0 100  0  0
 0  0      0 120628168 130980 9324308    0    0     0     0  686  178  0  0 100  0  0
 0  0      0 120628168 130980 9324312    0    0     0     0  763  128  0  0 100  0  0
 0  0      0 120628168 130980 9324316    0    0     0     0  498  119  0  0 100  0  0
 0  0      0 120628168 130988 9324324    0    0     0   624  900  300  0  0 100  0  0
 0  0      0 120627928 130988 9324332    0    0     0     0  787  153  0  0 100  0  0
 0  0      0 120627928 130988 9324336    0    0     0     0  415  113  0  0 100  0  0
 0  0      0 120627928 130988 9324340    0    0     0     0  886  144  0  0 100  0  0
 0  0      0 120627928 130988 9324348    0    0     0     0  890  214  0  0 100  0  0
13  0      0 119799320 130996 9324836    0    0     0   488 14240 40392  9  9 82  0  0
11  0      0 118878008 131008 9330412    0    0     0     0 27438 64068 47  8 45  0  0
11  0      0 118875488 131008 9330420    0    0     0     0 8207 2209 34  0 65  0  0
22  0      0 118799408 131008 9330424    0    0     0     0 11837 3104 55  0 45  0  0
 0  0      0 120632800 131036 9345884    0    0     0     0 12575 13717 35  3 62  0  0
 0  0      0 120572912 131100 9347008    0    0 61016 67508 14562 20932  1  3 89  7  0
 0  0      0 120571152 131100 9346952    0    0  8022     0 5799 4586  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 123371968 131100 6555332    0    0     0     0 2536 1434  0  2 98  0  0
