procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 126933752 119348 3039676    0    0    24   997   58   77  1  1 98  0  0
 2  0      0 126412656 119352 3559884    0    0     0     0 2212  413  0  3 97  0  0
 1  2      0 126372336 119496 3599584    0    0  1193 477772 2123  610  0  1 94  5  0
 1  0      0 125946480 119376 4024968    0    0  1176 80140 2284 1060  0  3 96  1  0
 0  2      0 125800328 119520 4170760    0    0  1189 387556 1789  589  0  1 95  4  0
 1  0      0 125475808 119400 4494440    0    0  1176 170000 2161  990  0  2 96  2  0
 1  2      0 125228112 119544 4742624    0    0  1189 298164 1643  574  0  2 95  3  0
 2  0      0 125006384 119496 4965484    0    0  1176 259384 2277 1046  0  2 95  3  0
 1  2      0 124657664 119656 5314624    0    0  1189 198164 1316  557  0  2 96  2  0
 2  0      0 124546544 119536 5424788    0    0  1176 359396 2303  897  0  1 95  4  0
 0  2      0 124085696 119680 5885952    0    0  1189 91944 1316  583  0  3 96  1  0
 1  0      0 124080912 119560 5892212    0    0  1176 465620 2172  952  0  1 94  5  0
 1  0      0 123525328 119992 6446756    0    0     0     0 1597  310  0  3 97  0  0
 1  1      0 123514496 120148 6458428    0    0  1189 499336 2002  642  0  1 94  6  0
 1  0      0 123058752 120028 6911852    0    0  1176 58236 2335 1411  0  3 96  1  0
 0  2      0 122939104 120172 7030300    0    0  1189 404232 1485  642  0  1 94  4  0
 0  0      0 122932648 120052 7030244    0    0  1176 153376 3388 4204  0  1 97  2  0
 0  0      0 122932648 120052 7030248    0    0     0     0  330  160  0  0 100  0  0
 0  0      0 122931200 120052 7030312    0    0     0     0  369  165  0  0 100  0  0
 0  0      0 122931704 120052 7030316    0    0     0     0  388  228  0  0 100  0  0
 0  0      0 122931952 120052 7030320    0    0     0     0  204   93  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 122931952 120060 7030312    0    0     0   480  375  180  0  0 100  0  0
 0  0      0 122931952 120060 7030328    0    0     0     0  221   82  0  0 100  0  0
 0  0      0 122931952 120060 7030332    0    0     0     0  244  129  0  0 100  0  0
 0  0      0 122931952 120060 7030340    0    0     0     0  185   89  0  0 100  0  0
 0  0      0 122931952 120060 7030344    0    0     0     0  272   91  0  0 100  0  0
10  0      0 122515256 120068 7030404    0    0     0   352 7179 13278  3  5 92  0  0
 9  0      0 121855552 120072 7031844    0    0     0     0 19729 53203 28  6 66  0  0
 7  0      0 121853784 120072 7031856    0    0     0     0 5405 1544 22  0 78  0  0
14  0      0 121805152 120072 7031860    0    0     0     0 7840 1790 35  0 65  0  0
 0  0      0 122929944 120188 7045240    0    0 71579 42772 16537 23641 13  4 81  3  0
 1  0      0 123340272 120188 6632296    0    0  4011     0 4878 3534  0  1 99  0  0
