procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 126829496 140356 3085356    0    0    35  1977   70   88  2  1 97  1  0
 2  0      0 126317072 140408 3600728    0    0     0     0 2303  445  0  3 97  0  0
 0  3      0 126274208 140556 3640268    0    0  1189 460972 15546 37516  0  1 92  7  0
 2  0      0 125880432 140448 4034536    0    0  1176 98948 6450 12982  0  3 96  2  0
 0  2      0 125714368 140592 4201672    0    0  1189 359004 1844  640  0  1 95  4  0
 1  0      0 125424576 140472 4495796    0    0  1176 198552 2246  972  0  2 96  2  0
 1  2      0 125148384 140616 4772536    0    0  1189 266080 1767  668  0  2 95  3  0
 2  0      0 124964416 140496 4958420    0    0  1176 291480 2241  911  0  2 95  4  0
 1  2      0 124580384 140640 5342636    0    0  1189 156320 1463  623  0  2 96  2  0
 2  0      0 124499760 140520 5426472    0    0  1176 401256 2286  872  0  1 94  5  0
 0  2      0 124010944 140664 5914724    0    0  1189 74332 2184  760  0  3 97  1  0
 2  0      0 124010944 140812 5914580    0    0   140 482220 1798  404  0  1 94  6  0
 1  0      0 123485088 140544 6444956    0    0  1036  1116 1477  846  0  3 97  0  0
 0  2      0 123444016 140688 6486524    0    0  1189 477772 1934  643  0  1 94  5  0
 1  0      0 123011888 140568 6919140    0    0  1176 79804 1963 1023  0  3 96  1  0
 0  2      0 122873552 140712 7057892    0    0  1189 389412 1773  708  0  1 95  3  0
 1  0      0 122537936 140628 7393468    0    0  1176 168228 2015  987  0  2 97  1  0
 1  2      0 122300320 140800 7630192    0    0  1189 298164 1523  559  0  2 95  3  0
 1  0      0 122061456 140680 7866060    0    0  1176 259432 2379 1041  0  2 95  3  0
 0  2      0 121726848 140824 8202084    0    0  1189 203336 1484  614  0  2 96  2  0
 1  0      0 121593328 140704 8334296    0    0  1176 354292 2301 1278  0  1 94  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 121153392 140848 8773484    0    0  1189 108400 1095  579  0  3 96  1  0
 1  0      0 121133232 140728 8792280    0    0  1176 449176 2143 1459  0  1 94  5  0
 1  0      0 120580928 140728 9344552    0    0     0     0 1345  350  0  3 97  0  0
 0  2      0 120580176 140872 9345904    0    0  1189 504580 1818  586  0  1 94  6  0
 1  0      0 120121328 140752 9803220    0    0  1176 53044 2078  936  0  3 96  1  0
 0  2      0 120006936 140896 9917816    0    0  1189 404448 1515  633  0  1 94  4  0
 2  0      0 119653232 140776 10268436    0    0  1176 153168 2171  924  0  2 96  2  0
 0  2      0 119431280 140920 10489068    0    0  1189 309164 1400  580  0  2 95  3  0
 0  0      0 119418128 140800 10489820    0    0  1176 248456 5226 6978  1  2 95  3  0
 0  0      0 119415568 140800 10489728    0    0     0     0  692  357  0  0 100  0  0
 0  0      0 119417104 140800 10489732    0    0     0     0  622  212  0  0 100  0  0
 0  0      0 119417104 140800 10489740    0    0     0     0  311  126  0  0 100  0  0
 0  0      0 119418112 140800 10489744    0    0     0     0  550  140  0  0 100  0  0
 0  0      0 119418112 140808 10489748    0    0     0   736  628  332  0  0 100  0  0
 0  0      0 119418624 140808 10489760    0    0     0     0  250  105  0  0 100  0  0
 0  0      0 119418624 140808 10489768    0    0     0     4  243   78  0  0 100  0  0
 0  0      0 119418624 140808 10489772    0    0     0     0  323  110  0  0 100  0  0
 0  0      0 119418624 140808 10489784    0    0     0     0  259  136  0  0 100  0  0
14  0      0 118787328 140816 10489860    0    0     0   416 6276 3843  4  6 89  0  0
20  0      0 117586432 140828 10495400    0    0     0     0 37640 104207 48 13 39  0  0
13  0      0 117361904 140828 10495988    0    0     0     0 11168 17848 40  3 57  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
26  0      0 117278000 140828 10496004    0    0     0     0 10254 4204 46  1 52  0  0
16  0      0 117434912 140832 10500360    0    0     0     0 15805 4172 78  1 22  0  0
 1  0      0 119377432 183936 10513112    0    0 45265 75716 18551 28297  7  5 79  8  0
 0  0      0 119382816 141220 10515724    0    0 17429  3752 10029 12629  0  2 98  0  0
 0  0      0 119384752 140936 10515564    0    0     4     0 4306 2961  0  1 99  0  0
 1  0      0 123227392 140936 6685648    0    0     0     0 2004  622  0  3 97  0  0
