procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 126907528 122856 3044980    0    0    27  1211   59   78  1  1 98  0  0
 2  0      0 126388672 122876 3564256    0    0     0     0 2303  404  0  3 97  0  0
 1  2      0 126351408 123276 3602712    0    0 12597 477772 1972  992  0  1 94  5  0
 2  0      0 125939392 122900 4014564    0    0   920 80140 2262  951  0  3 96  1  0
 1  1      0 125780400 123044 4173620    0    0  1189 362360 1778  615  0  1 95  4  0
 1  0      0 125479808 122924 4474292    0    0  1176 195204 2133  937  0  2 96  2  0
 2  1      0 125207936 123068 4745396    0    0  1189 282460 1399  595  0  2 95  3  0
 2  0      0 125015664 122956 4940624    0    0  1176 275096 2536  987  0  2 95  3  0
 2  1      0 124638728 123164 5317096    0    0  1189 167452 1392  579  0  2 96  2  0
 2  0      0 124550288 123044 5409768    0    0  1176 390096 2376  930  0  1 94  5  0
 2  1      0 124070800 123188 5888496    0    0  1189 77748 1573  574  0  3 96  1  0
 3  0      0 124070288 123336 5888356    0    0   140 478808 1952  508  0  0 94  6  0
 1  0      0 123542672 123068 6415316    0    0  1036  1024 1374  790  0  3 97  0  0
 0  2      0 123498072 123212 6460916    0    0  1189 477772 1749  591  0  1 94  5  0
 1  0      0 123085088 123092 6872824    0    0  1176 79828 1992  930  0  3 96  1  0
 0  2      0 122924576 123236 7032548    0    0  1189 359916 1677  704  0  1 95  4  0
 1  0      0 122615664 123116 7339700    0    0  1176 197660 2316  929  0  2 96  2  0
 0  2      0 122351136 123260 7604060    0    0  1189 292920 1922  666  0  2 95  3  0
 0  0      0 122347680 123140 7604340    0    0  1176 264664 3912 4136  0  1 95  3  0
 0  0      0 122346640 123140 7604376    0    0     0     0  429  266  0  0 100  0  0
 0  0      0 122346640 123140 7604388    0    0     0     0  229   99  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 122346640 123140 7604388    0    0     0     0  397  131  0  0 100  0  0
 0  0      0 122346640 123140 7604392    0    0     0     0  255   96  0  0 100  0  0
 0  0      0 122346896 123148 7604392    0    0     0   528  552  262  0  0 100  0  0
 0  0      0 122346896 123148 7604408    0    0     0     0  224   95  0  0 100  0  0
 0  0      0 122346896 123148 7604408    0    0     0     0  266   66  0  0 100  0  0
 0  0      0 122346896 123148 7604420    0    0     0     0  295  139  0  0 100  0  0
 0  0      0 122347152 123148 7604420    0    0     0     0  283  145  0  0 100  0  0
 9  0      0 121978688 123156 7604428    0    0     0   316 4493 2394  2  4 94  0  0
 8  0      0 121133952 123156 7608032    0    0     0     0 24087 72826 27  9 65  0  0
 8  0      0 121109760 123156 7608092    0    0     0     0 6245 2387 25  0 75  0  0
16  0      0 121058352 123156 7608100    0    0     0     0 7417 2384 33  0 67  0  0
 0  0      0 122337744 123220 7620140    0    0 27852 48616 17720 22169 28  4 64  4  0
 0  0      0 122332872 123220 7620332    0    0 10696     0 7429 6061  0  1 98  0  0
 1  0      0 125420640 123220 4537892    0    0     0     0 2328 1084  0  2 98  0  0
