Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           2.17    0.00    1.02    0.91    0.00   95.91

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           47.40    642.71     0.00   0.00    0.13    13.56   44.81    322.97     0.00   0.00    3.33     7.21    0.00      0.00     0.00   0.00    0.00     0.00   10.64   13.56    0.30  15.25
loop1            8.11     87.48     0.00   0.00    0.06    10.78    5.06     19.27     0.00   0.00    0.31     3.81    0.00      0.00     0.00   0.00    0.00     0.00    0.39    3.10    0.00   0.19
loop10           2.09     16.38     0.00   0.00    0.16     7.84    1.34      5.01     0.00   0.00    0.49     3.73    0.00      0.00     0.00   0.00    0.00     0.00    0.12    4.42    0.00   0.07
loop11           1.92     15.39     0.00   0.00    0.29     7.99    1.24      4.63     0.00   0.00    0.48     3.73    0.00      0.00     0.00   0.00    0.00     0.00    0.11    4.55    0.00   0.07
loop12           1.45     11.31     0.00   0.00    0.15     7.79    0.93      3.47     0.00   0.00    0.52     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.08    4.95    0.00   0.05
loop13           0.80      6.25     0.00   0.00    0.03     7.82    0.52      1.93     0.00   0.00    0.51     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.05    4.98    0.00   0.03
loop14           0.48      3.77     0.00   0.00    0.08     7.80    0.31      1.16     0.00   0.00    0.49     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.03    4.82    0.00   0.02
loop2            7.34     80.50     0.00   0.00    0.08    10.96    4.56     17.36     0.00   0.00    0.33     3.80    0.00      0.00     0.00   0.00    0.00     0.00    0.36    3.19    0.00   0.18
loop3            6.50     65.20     0.00   0.00    0.11    10.03    4.06     15.41     0.00   0.00    0.34     3.79    0.00      0.00     0.00   0.00    0.00     0.00    0.34    3.24    0.00   0.16
loop4            5.37     52.16     0.00   0.00    0.11     9.71    3.36     12.73     0.00   0.00    0.37     3.78    0.00      0.00     0.00   0.00    0.00     0.00    0.29    3.45    0.00   0.14
loop5            4.56     51.16     0.00   0.00    0.17    11.23    2.86     10.78     0.00   0.00    0.38     3.77    0.00      0.00     0.00   0.00    0.00     0.00    0.25    3.52    0.00   0.12
loop6            3.56     35.23     0.00   0.00    0.17     9.91    2.26      8.50     0.00   0.00    0.42     3.76    0.00      0.00     0.00   0.00    0.00     0.00    0.21    3.68    0.00   0.11
loop7            2.90     22.58     0.00   0.00    0.21     7.79    1.85      6.95     0.00   0.00    0.45     3.75    0.00      0.00     0.00   0.00    0.00     0.00    0.18    3.88    0.00   0.09
