Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.70    0.00    0.39    0.33    0.00   98.58

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           16.55    238.46     0.00   0.00    0.13    14.41   14.62    108.40     0.00   0.00    3.79     7.41    0.00      0.00     0.00   0.00    0.00     0.00    3.66   14.70    0.11   5.67
loop1            1.91     23.07     0.00   0.00    0.06    12.10    1.01      3.72     0.00   0.00    0.30     3.68    0.00      0.00     0.00   0.00    0.00     0.00    0.13    1.77    0.00   0.04
loop10           0.58      5.42     0.00   0.00    0.12     9.40    0.32      1.14     0.00   0.00    0.44     3.60    0.00      0.00     0.00   0.00    0.00     0.00    0.05    2.46    0.00   0.02
loop11           0.50      4.46     0.00   0.00    0.21     9.00    0.29      1.04     0.00   0.00    0.45     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.04    2.77    0.00   0.02
loop12           0.38      3.57     0.00   0.00    0.13     9.44    0.22      0.81     0.00   0.00    0.48     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.03    3.20    0.00   0.01
loop13           0.23      1.93     0.00   0.00    0.03     8.35    0.14      0.53     0.00   0.00    0.47     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.02    3.64    0.00   0.01
loop14           0.16      1.32     0.00   0.00    0.06     8.33    0.10      0.38     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.01
loop15           0.08      0.56     0.00   0.00    0.12     7.30    0.05      0.19     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.01    3.70    0.00   0.00
loop2            1.78     22.49     0.00   0.00    0.07    12.66    0.92      3.39     0.00   0.00    0.30     3.67    0.00      0.00     0.00   0.00    0.00     0.00    0.12    1.77    0.00   0.04
loop3            1.59     17.15     0.00   0.00    0.09    10.81    0.83      3.05     0.00   0.00    0.32     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.11    1.80    0.00   0.04
loop4            1.37     14.66     0.00   0.00    0.09    10.73    0.71      2.58     0.00   0.00    0.34     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.10    1.83    0.00   0.03
loop5            1.19     13.86     0.00   0.00    0.13    11.61    0.62      2.23     0.00   0.00    0.35     3.61    0.00      0.00     0.00   0.00    0.00     0.00    0.09    1.82    0.00   0.03
loop6            0.99     10.73     0.00   0.00    0.12    10.85    0.51      1.83     0.00   0.00    0.38     3.58    0.00      0.00     0.00   0.00    0.00     0.00    0.08    1.84    0.00   0.03
loop7            0.83      8.15     0.00   0.00    0.14     9.80    0.43      1.53     0.00   0.00    0.40     3.56    0.00      0.00     0.00   0.00    0.00     0.00    0.07    1.91    0.00   0.02
loop8            0.72      7.26     0.00   0.00    0.15    10.06    0.38      1.33     0.00   0.00    0.40     3.54    0.00      0.00     0.00   0.00    0.00     0.00    0.06    1.90    0.00   0.02
loop9            0.61      5.86     0.00   0.00    0.20     9.64    0.33      1.16     0.00   0.00    0.43     3.56    0.00      0.00     0.00   0.00    0.00     0.00    0.05    2.20    0.00   0.02
sda              0.70     22.34     0.26  26.95    0.27    32.03   74.60  27913.43   126.57  62.92   11.99   374.17    0.74   3714.27     0.00   0.00    0.17  4988.79    0.00    0.00    0.89   5.88
