Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.72    0.00    0.39    0.33    0.00   98.56

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           16.72    242.00     0.00   0.00    0.15    14.47   14.35    106.22     0.00   0.00    3.89     7.40    0.00      0.00     0.00   0.00    0.00     0.00    3.60   15.04    0.11   5.71
loop1            1.95     24.21     0.00   0.00    0.06    12.40    1.01      3.71     0.00   0.00    0.29     3.67    0.00      0.00     0.00   0.00    0.00     0.00    0.13    1.65    0.00   0.04
loop10           0.56      5.31     0.00   0.00    0.12     9.40    0.31      1.11     0.00   0.00    0.44     3.60    0.00      0.00     0.00   0.00    0.00     0.00    0.05    2.46    0.00   0.02
loop11           0.48      4.36     0.00   0.00    0.21     9.00    0.28      1.01     0.00   0.00    0.45     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.04    2.77    0.00   0.02
loop12           0.37      3.50     0.00   0.00    0.13     9.44    0.22      0.79     0.00   0.00    0.48     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.03    3.20    0.00   0.01
loop13           0.23      1.89     0.00   0.00    0.03     8.35    0.14      0.52     0.00   0.00    0.47     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.02    3.64    0.00   0.01
loop14           0.15      1.29     0.00   0.00    0.06     8.33    0.10      0.37     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.01
loop15           0.07      0.54     0.00   0.00    0.12     7.30    0.05      0.19     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.00    3.70    0.00   0.00
loop2            1.76     22.36     0.00   0.00    0.07    12.70    0.91      3.33     0.00   0.00    0.30     3.67    0.00      0.00     0.00   0.00    0.00     0.00    0.12    1.74    0.00   0.04
loop3            1.55     16.79     0.00   0.00    0.09    10.81    0.82      2.98     0.00   0.00    0.32     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.11    1.80    0.00   0.04
loop4            1.34     14.35     0.00   0.00    0.09    10.73    0.69      2.52     0.00   0.00    0.34     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.10    1.83    0.00   0.03
loop5            1.17     13.57     0.00   0.00    0.13    11.61    0.60      2.18     0.00   0.00    0.35     3.61    0.00      0.00     0.00   0.00    0.00     0.00    0.09    1.82    0.00   0.03
loop6            0.97     10.50     0.00   0.00    0.12    10.85    0.50      1.79     0.00   0.00    0.38     3.58    0.00      0.00     0.00   0.00    0.00     0.00    0.08    1.84    0.00   0.03
