procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 124791984 271888 4956528    0    0    13   904   42   46  1  0 99  0  0
 2  0      0 124273648 271888 5475096    0    0     0     0 1728  401  0  3 97  0  0
 1  4      0 124236448 272428 5518668    0    0 10181 483224 2157  950  0  1 91  9  0
 2  0      0 123849872 271900 5906236    0    0   140 77808 5760 12680  0  2 95  2  0
 1  2      0 123663760 272044 6092268    0    0  1189 339000 1508  646  0  2 95  4  0
 2  0      0 123384296 271924 6370344    0    0  1176 221528 2303 1152  0  2 95  3  0
 0  2      0 123089712 272072 6664804    0    0  1189 253316 1597  620  0  2 95  3  0
 2  0      0 122940432 271952 6817788    0    0  1176 307208 2500 1645  0  1 95  4  0
 1  2      0 122518872 272096 7239320    0    0  1189 137228 1356  603  0  3 96  1  0
 2  0      0 122482080 271976 7276108    0    0  1176 423312 2094 1542  0  1 94  5  0
 1  0      0 121946608 272068 7811816    0    0  1189     0 1211  608  0  3 97  0  0
 0  2      0 121946104 272120 7812876    0    0     0 522776 1508  365  0  1 94  6  0
 1  0      0 121496032 272000 8264200    0    0  1176 37752 1995 1674  0  3 97  1  0
 0  2      0 121373088 272144 8386712    0    0  1189 396472 1623  574  0  1 95  4  0
 1  0      0 121031664 272024 8729092    0    0  1176 164080 2422 1308  0  2 96  2  0
 0  2      0 120799600 272168 8961180    0    0  1189 297372 1782  680  0  2 95  3  0
 0  0      0 120794688 272048 8961840    0    0  1176 263168 3756 3664  0  1 95  3  0
 0  0      0 120794688 272048 8961844    0    0     0     0  319  170  0  0 100  0  0
 0  0      0 120793936 272048 8961736    0    0     0     0  307  136  0  0 100  0  0
 0  0      0 120793936 272048 8961740    0    0     0     0  342  176  0  0 100  0  0
 0  0      0 120793936 272048 8961748    0    0     0     0  318  104  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 120793936 272056 8961748    0    0     0   568  401  186  0  0 100  0  0
 0  0      0 120793936 272056 8961756    0    0     0     0  261  116  0  0 100  0  0
 0  0      0 120793936 272056 8961760    0    0     0     0  343  153  0  0 100  0  0
 0  0      0 120793440 272056 8961772    0    0     0     0  495  177  0  0 100  0  0
 0  0      0 120793440 272056 8961784    0    0     0     0  277   87  0  0 100  0  0
 7  0      0 119604120 272064 8961816    0    0     0   216 4154 1526  4  2 95  0  0
 7  0      0 118036616 272064 8962060    0    0     0     0 6684 4740 17  7 76  0  0
 7  0      0 118018328 272064 8962128    0    0     0     0 12216 8736 22  1 77  0  0
 0  0      0 118018080 272064 8962132    0    0     0   552 4257 7053  2  0 98  0  0
 0  0      0 118019888 272064 8962136    0    0     0     0  895  344  0  0 100  0  0
 0  0      0 118019136 272072 8962140    0    0     0   300  788  386  0  0 100  0  0
 0  0      0 118019136 272072 8962144    0    0     0     0  774  268  0  0 100  0  0
 0  0      0 118018632 272072 8962160    0    0     0     0 1152  576  0  0 100  0  0
 7  0      0 117834664 272284 8966752    0    0     0  8868 58408 105262 28  5 67  0  0
 7  0      0 117838296 272284 8966968    0    0     0   296 5260 1430 22  0 78  0  0
14  0      0 117791272 272284 8966976    0    0     0     0 7334 2399 31  0 69  0  0
 0  0      0 120791800 272604 8974308    0    0  2762 40920 35262 41205 25  3 71  0  0
 1  0      0 120783096 272932 8975372    0    0 13715  2120 3974 6659  0  1 98  0  0
 1  0      0 121264000 272648 8496696    0    0  6685     0 5682 4409  0  1 98  0  0
