Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.84    0.00    0.43    0.36    0.00   98.37

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           18.29    266.03     0.00   0.00    0.16    14.54   13.69    100.69     0.00   0.00    4.46     7.35    0.00      0.00     0.00   0.00    0.00     0.00    3.49   17.07    0.12   6.27
loop1            2.10     26.55     0.00   0.00    0.06    12.63    1.02      3.71     0.00   0.00    0.28     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.16    1.36    0.00   0.05
loop10           0.53      5.02     0.00   0.00    0.12     9.40    0.29      1.05     0.00   0.00    0.44     3.60    0.00      0.00     0.00   0.00    0.00     0.00    0.04    2.46    0.00   0.02
loop11           0.46      4.12     0.00   0.00    0.21     9.00    0.26      0.96     0.00   0.00    0.45     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.04    2.77    0.00   0.01
loop12           0.35      3.31     0.00   0.00    0.13     9.44    0.21      0.75     0.00   0.00    0.48     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.03    3.20    0.00   0.01
loop13           0.21      1.79     0.00   0.00    0.03     8.35    0.13      0.49     0.00   0.00    0.47     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.01    3.64    0.00   0.01
loop14           0.15      1.22     0.00   0.00    0.06     8.33    0.10      0.35     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.01
loop15           0.07      0.51     0.00   0.00    0.12     7.30    0.05      0.18     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.00    3.70    0.00   0.00
loop2            1.84     24.72     0.00   0.00    0.07    13.43    0.90      3.27     0.00   0.00    0.29     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.13    1.52    0.00   0.04
loop3            1.63     18.13     0.00   0.00    0.09    11.12    0.81      2.93     0.00   0.00    0.31     3.62    0.00      0.00     0.00   0.00    0.00     0.00    0.12    1.56    0.00   0.04
loop4            1.40     15.40     0.00   0.00    0.09    11.03    0.69      2.47     0.00   0.00    0.33     3.60    0.00      0.00     0.00   0.00    0.00     0.00    0.11    1.60    0.00   0.03
loop5            1.20     14.07     0.00   0.00    0.12    11.77    0.59      2.12     0.00   0.00    0.34     3.58    0.00      0.00     0.00   0.00    0.00     0.00    0.10    1.65    0.00   0.03
loop6            0.97     10.67     0.00   0.00    0.12    10.98    0.49      1.73     0.00   0.00    0.37     3.55    0.00      0.00     0.00   0.00    0.00     0.00    0.08    1.69    0.00   0.03
loop7            0.82      8.32     0.00   0.00    0.14    10.11    0.41      1.45     0.00   0.00    0.39     3.53    0.00      0.00     0.00   0.00    0.00     0.00    0.07    1.76    0.00   0.02
