Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.81    0.00    0.42    0.35    0.00   98.41

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           17.95    260.73     0.00   0.00    0.15    14.52   13.81    101.64     0.00   0.00    4.34     7.36    0.00      0.00     0.00   0.00    0.00     0.00    3.51   16.63    0.12   6.14
loop1            2.10     26.59     0.00   0.00    0.06    12.65    1.02      3.72     0.00   0.00    0.28     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.16    1.38    0.00   0.05
loop10           0.54      5.07     0.00   0.00    0.12     9.40    0.30      1.06     0.00   0.00    0.44     3.60    0.00      0.00     0.00   0.00    0.00     0.00    0.04    2.46    0.00   0.02
loop11           0.46      4.16     0.00   0.00    0.21     9.00    0.27      0.97     0.00   0.00    0.45     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.04    2.77    0.00   0.01
loop12           0.35      3.34     0.00   0.00    0.13     9.44    0.21      0.76     0.00   0.00    0.48     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.03    3.20    0.00   0.01
loop13           0.22      1.80     0.00   0.00    0.03     8.35    0.13      0.49     0.00   0.00    0.47     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.01    3.64    0.00   0.01
loop14           0.15      1.23     0.00   0.00    0.06     8.33    0.10      0.36     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.01
loop15           0.07      0.52     0.00   0.00    0.12     7.30    0.05      0.18     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.00    3.70    0.00   0.00
loop2            1.83     24.51     0.00   0.00    0.07    13.41    0.90      3.29     0.00   0.00    0.29     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.13    1.55    0.00   0.04
loop3            1.62     17.85     0.00   0.00    0.09    11.05    0.81      2.94     0.00   0.00    0.31     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.12    1.60    0.00   0.04
loop4            1.38     15.09     0.00   0.00    0.09    10.95    0.69      2.48     0.00   0.00    0.33     3.61    0.00      0.00     0.00   0.00    0.00     0.00    0.11    1.65    0.00   0.03
loop5            1.18     13.81     0.00   0.00    0.12    11.73    0.59      2.13     0.00   0.00    0.34     3.59    0.00      0.00     0.00   0.00    0.00     0.00    0.09    1.70    0.00   0.03
loop6            0.95     10.43     0.00   0.00    0.12    10.94    0.48      1.73     0.00   0.00    0.38     3.57    0.00      0.00     0.00   0.00    0.00     0.00    0.08    1.76    0.00   0.03
loop7            0.80      7.94     0.00   0.00    0.14     9.94    0.41      1.45     0.00   0.00    0.40     3.55    0.00      0.00     0.00   0.00    0.00     0.00    0.07    1.84    0.00   0.02
loop8            0.69      7.05     0.00   0.00    0.15    10.16    0.36      1.25     0.00   0.00    0.39     3.53    0.00      0.00     0.00   0.00    0.00     0.00    0.06    1.84    0.00   0.02
loop9            0.57      5.48     0.00   0.00    0.20     9.64    0.30      1.08     0.00   0.00    0.43     3.56    0.00      0.00     0.00   0.00    0.00     0.00    0.05    2.20    0.00   0.02
sda              0.65     20.87     0.24  26.94    0.28    32.01   80.75  30257.55   127.70  61.26   12.00   374.69    0.70   3470.97     0.00   0.00    0.17  4988.79    0.00    0.00    0.97   6.36
sdb              0.01      0.21     0.00   0.00    0.24    14.91    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00


avg-cpu:  %user   %nice %system %iowait  %steal   %idle
