procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 124814576 264840 4951172    0    0    13   879   40   45  1  0 99  0  0
 2  0      0 124289920 264840 5475840    0    0     0     0 1687  409  0  3 97  0  0
 1  2      0 124254144 265256 5514456    0    0  4509 483824 2060  891  0  1 94  5  0
 2  0      0 123851728 264864 5917216    0    0   904 76820 2114  932  0  3 96  1  0
 0  2      0 123678600 265008 6088696    0    0  1189 349352 1691  583  0  1 95  4  0
 1  0      0 123395352 264880 6376668    0    0  1176 211204 2280 1239  0  2 95  2  0
 0  2      0 123109080 265024 6662584    0    0  1189 261384 1424  655  0  2 95  3  0
 2  0      0 122950576 264896 6820812    0    0  1176 299204 2365  911  0  1 95  4  0
 1  2      0 122535304 265040 7235752    0    0  1189 137228 1175  566  0  3 96  1  0
 1  0      0 122532032 264920 7236148    0    0  1176 423344 2910 2348  0  1 94  5  0
 1  0      0 122531728 264920 7236196    0    0     0     0  953  175  0  0 100  0  0
 1  0      0 122530880 264920 7236044    0    0     0     0  402  139  0  0 100  0  0
 1  0      0 122530880 264920 7236048    0    0     0     0  298  112  0  0 100  0  0
 0  0      0 122530880 264920 7236056    0    0     0     0  421  199  0  0 100  0  0
 0  0      0 122530880 264928 7236056    0    0     0   508  400  174  0  0 100  0  0
 0  0      0 122530880 264928 7236072    0    0     0     0  276   91  0  0 100  0  0
 0  0      0 122530880 264928 7236080    0    0     0     0  313   97  0  0 100  0  0
 0  0      0 122530128 264928 7236084    0    0     0     0  651  245  0  0 100  0  0
 0  0      0 122528384 264928 7236088    0    0     0     0  413   92  0  0 100  0  0
 0  0      0 122528640 264936 7236096    0    0     0   108  427  215  0  0 100  0  0
 4  0      0 121160800 264940 7236152    0    0     0     0 5483 2651  9  5 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 120935728 264940 7236244    0    0     0     0 7180 5944 12  1 87  0  0
 0  0      0 120935232 264940 7236248    0    0     0   440 3721 4223  4  0 96  0  0
 0  0      0 120934472 264940 7236256    0    0     0     0  668  254  0  0 100  0  0
 0  0      0 120934984 264948 7236256    0    0     0   280  491  226  0  0 100  0  0
 0  0      0 120934984 264948 7236272    0    0     0     0  552  287  0  0 100  0  0
 0  0      0 120934984 264948 7236280    0    0     0     0  748  387  0  0 100  0  0
 7  0      0 120883048 265092 7237288    0    0     0  3468 32255 56887 13  3 85  0  0
 4  0      0 120829104 265092 7237512    0    0     0   248 4055 5521 13  0 87  0  0
 8  0      0 120800344 265092 7237532    0    0     0     0 3748 1579 15  0 85  0  0
 0  0      0 121657344 265328 7241372    0    0     0 23020 19583 21563 19  1 80  0  0
 0  0      0 122520464 265360 7243384    0    0  3822  1160 4038 3588  0  1 99  0  0
 1  0      0 123721496 265416 6039660    0    0 10178  1200 6066 5323  0  2 98  0  0
