procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 124763072 289072 4971092    0    0    14   984   45   50  1  0 98  0  0
 2  0      0 124244488 289072 5490316    0    0     0     0 2361  418  0  3 97  0  0
 1  2      0 124205600 289356 5530348    0    0 50953 448220 1825 2043  0  1 94  5  0
 2  0      0 123817264 289088 5919456    0    0  1036 112812 2408 1630  0  3 96  1  0
 1  2      0 123636080 289232 6100600    0    0  1189 340080 1845  689  0  1 95  4  0
 2  0      0 123350320 289112 6386752    0    0  1176 220460 2197 1100  0  2 95  3  0
 0  2      0 123062784 289256 6674576    0    0  1189 261544 1692  654  0  2 95  3  0
 2  0      0 122892176 289136 6845652    0    0  1176 298980 2345 1803  0  1 95  4  0
 1  2      0 122490496 289280 7248224    0    0  1189 137536 1533  619  0  2 96  1  0
 2  0      0 122434800 289160 7303932    0    0  1176 423004 2338 1092  0  1 94  5  0
 1  2      0 121917952 289304 7821160    0    0  1189 33272 1384  659  0  3 97  0  0
 1  2      0 121917952 289304 7821800    0    0     0 504996 1447  286  0  0 94  6  0
 1  0      0 121421512 289184 8318596    0    0  1176 22288 1981 1818  0  3 97  0  0
 0  2      0 121344656 289328 8395348    0    0  1189 438032 1965  644  0  1 94  5  0
 1  0      0 120960864 289204 8779724    0    0  1176 122512 1915  912  0  2 96  1  0
 0  2      0 120773152 289348 8968836    0    0  1189 340080 1461  568  0  1 95  4  0
 1  0      0 120506304 289228 9240500    0    0  1176 220472 2428 2080  0  2 95  3  0
 0  2      0 120202944 289372 9543496    0    0  1189 227280 1721  592  0  2 95  3  0
 1  0      0 120052528 289252 9693480    0    0  1176 333268 2603 1197  0  1 95  4  0
 0  2      0 119628728 289416 10117408    0    0  1189 133360 1376  560  0  3 96  1  0
 1  0      0 119591704 289284 10156220    0    0  1176 427212 2291 1032  0  1 94  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 119055272 289428 10692432    0    0  1189 33020 1600  605  0  3 97  0  0
 0  2      0 119055024 289428 10693176    0    0     0 488576 1330  274  0  0 94  6  0
 1  0      0 118586360 289296 11162892    0    0  1176 38960 2311 1615  0  3 97  1  0
 0  2      0 118481792 289440 11268092    0    0  1189 421028 1972  724  0  1 94  5  0
 0  0      0 118469824 289316 11268152    0    0  1176 139516 4657 5744  0  1 97  2  0
 0  0      0 118469928 289316 11268212    0    0     0     0  311  251  0  0 100  0  0
 0  0      0 118469688 289316 11268220    0    0     0     0  458  130  0  0 100  0  0
 0  0      0 118470192 289316 11268224    0    0     0     0  382  212  0  0 100  0  0
 0  0      0 118470192 289316 11268236    0    0     0     0  352   90  0  0 100  0  0
 0  0      0 118470448 289320 11268236    0    0     0   680  446  218  0  0 100  0  0
 0  0      0 118470448 289320 11268252    0    0     0     0  383  104  0  0 100  0  0
 0  0      0 118470448 289320 11268252    0    0     0     0  350  162  0  0 100  0  0
 0  0      0 118470448 289320 11268256    0    0     0     0  212   95  0  0 100  0  0
 0  0      0 118469440 289320 11268256    0    0     0     0  476  126  0  0 100  0  0
12  0      0 116270016 289332 11268304    0    0     0   364 6485 3391 10  6 84  0  0
 9  0      0 114100672 289332 11268636    0    0     0     0 15671 10561 30 10 60  0  0
 0  0      0 114093328 289332 11268728    0    0     0     0 17437 20242 30  1 68  0  0
 0  0      0 114092064 289332 11268728    0    0     0     0  947  416  0  0 100  0  0
 0  0      0 114091568 289332 11268740    0    0     0     0  853  458  0  0 100  0  0
 0  0      0 114091312 289336 11268744    0    0     0  1340 1391  732  0  0 100  0  0
 0  0      0 114090560 289336 11268760    0    0     0     0 1372  758  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 114089808 289364 11268732    0    0     0   264 5216 20616  2  1 97  0  0
11  0      0 113833488 289464 11270092    0    0     0  7056 89801 142989 51  8 42  0  0
11  0      0 113835472 289464 11270132    0    0     0     0 7684 1887 34  1 65  0  0
22  0      0 113770576 289464 11270136    0    0     0     0 10587 3225 50  1 49  0  0
 8  0      0 115887224 289896 11287892    0    0     0 59280 50161 54013 48  4 48  0  0
 0  0      0 118425168 290148 11290740    0    0 31915  9228 15808 24154  1  4 95  0  0
 0  0      0 118425496 290148 11290860    0    0  9359     0 6472 5263  0  1 99  0  0
 1  0      0 121194744 290148 8528404    0    0     0     0 2413 1328  0  2 98  0  0
