procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 124827024 263420 4950280    0    0    13   877   40   44  1  0 99  0  0
 2  0      0 124312432 263420 5465872    0    0     0     0 1899  473  0  3 97  0  0
 2  2      0 124265328 264152 5514652    0    0  5577 468160 1911  751  0  1 91  8  0
 2  0      0 123872464 263444 5906960    0    0   144 92640 1845  792  0  2 96  2  0
 1  2      0 123693232 263588 6087464    0    0  1189 339236 1473  589  0  1 95  4  0
 1  0      0 123414264 263460 6368532    0    0  1176 221184 2564 1282  0  2 95  3  0
 1  2      0 123121456 263604 6661728    0    0  1189 253316 1477  600  0  2 95  3  0
 1  0      0 123117904 263472 6661748    0    0  1176 307220 3205 1920  0  1 95  4  0
 2  0      0 123117904 263472 6661756    0    0     0     0  206   92  0  0 100  0  0
 1  0      0 123117904 263472 6661764    0    0     0     0  379  155  0  0 100  0  0
 1  0      0 123117904 263472 6661768    0    0     0     0  412  120  0  0 100  0  0
 0  0      0 123117904 263472 6661780    0    0     0     0  383  139  0  0 100  0  0
 0  0      0 123117904 263472 6661784    0    0     0   488  468  158  0  0 100  0  0
 0  0      0 123117904 263472 6661784    0    0     0     0  326  154  0  0 100  0  0
 0  0      0 123117904 263472 6661800    0    0     0     0  387  119  0  0 100  0  0
 0  0      0 123117904 263472 6661812    0    0     0     0  535  185  0  0 100  0  0
 0  0      0 123117936 263472 6661816    0    0     0     0  382  118  0  0 100  0  0
 3  0      0 122645792 263480 6661824    0    0     0   164 2510  954  1  1 98  0  0
 3  0      0 121949152 263480 6661912    0    0     0     0 3020 2083  7  4 89  0  0
 3  0      0 121947872 263480 6661932    0    0     0     0 5414 3929  9  0 90  0  0
 0  0      0 121944032 263480 6661936    0    0     0   516 2174 3358  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 121943272 263480 6661944    0    0     0     0  566  234  0  0 100  0  0
 0  0      0 121943272 263488 6661948    0    0     0   188  530  228  0  0 100  0  0
 0  0      0 121941760 263488 6661952    0    0     0     0  784  224  0  0 100  0  0
 0  0      0 121941504 263488 6661956    0    0     0     0  707  312  0  0 100  0  0
 3  0      0 121865304 263568 6662532    0    0     0  2884 28494 47875 12  2 86  0  0
 3  0      0 121865080 263568 6663212    0    0     0   148 2353  663  9  0 91  0  0
 6  0      0 121846752 263568 6663212    0    0     0     0 3291 1103 13  0 87  0  0
 0  0      0 123108080 263848 6666608    0    0  1381 18064 14432 19254 10  2 88  0  0
 0  0      0 123107088 263888 6667080    0    0  6163  1172 2600 3122  0  1 99  0  0
