procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 124782328 280340 4964480    0    0    13   944   44   48  1  0 98  0  0
 2  1      0 124263896 280340 5476084    0    0     0 80368 2595  465  0  3 96  0  0
 1  0      0 124224800 280368 5523880    0    0  3153 480848 15147 42735  0  2 89  9  0
 2  0      0 123690560 280368 6062316    0    0     0     0 1831  430  0  3 97  0  0
 1  2      0 123655808 280512 6097424    0    0  1189 489680 1758  594  0  1 94  5  0
 2  0      0 123229704 280476 6524388    0    0  1176 70868 2305  945  0  3 96  1  0
 0  2      0 123083792 280652 6670956    0    0  1189 375392 2037  673  0  1 95  4  0
 2  0      0 122780384 280532 6978020    0    0  1176 185140 2475  979  0  2 96  2  0
 1  2      0 122512768 280676 7244864    0    0  1189 277892 1438  606  0  2 95  3  0
 2  0      0 122328304 280556 7428716    0    0  1176 282668 2417  992  0  1 95  3  0
 1  2      0 121938968 280700 7818140    0    0  1189 141808 1609  704  0  2 96  2  0
 1  0      0 121863424 280580 7891348    0    0  1176 418828 2732 1053  0  1 94  5  0
 0  2      0 121364224 280724 8390360    0    0  1189 33272 1908  639  0  3 96  0  0
 0  2      0 121364480 280724 8391748    0    0     0 514212 1869  336  0  1 94  6  0
 1  0      0 120878400 280604 8882120    0    0  1176 13132 1953 1051  0  3 97  0  0
 0  2      0 120795008 280748 8965708    0    0  1189 431940 1817  616  0  1 94  5  0
 1  0      0 120422080 280668 9341276    0    0  1176 128608 2162 1130  0  2 96  2  0
 0  2      0 120223776 281032 9539900    0    0  1189 336660 1589  567  0  1 95  4  0
 1  0      0 119963760 281224 9800244    0    0  1176 223888 2303 1066  0  2 95  3  0
 0  2      0 119648792 281720 10115420    0    0  1189 215188 1657  604  0  2 96  2  0
 0  0      0 119644352 281600 10115624    0    0  1176 345364 4357 4665  0  1 94  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 119643328 281600 10115524    0    0     0     0  509  224  0  0 100  0  0
 0  0      0 119643328 281600 10115528    0    0     0     0  316  177  0  0 100  0  0
 0  0      0 119643328 281600 10115528    0    0     0     0  281  105  0  0 100  0  0
 0  0      0 119644080 281600 10115544    0    0     0     0  293  132  0  0 100  0  0
 0  0      0 119644080 281604 10115548    0    0     0   604  433  197  0  0 100  0  0
 0  0      0 119644080 281604 10115552    0    0     0     0  405  156  0  0 100  0  0
 0  0      0 119644080 281604 10115560    0    0     0     0  313   72  0  0 100  0  0
 0  0      0 119644080 281604 10115572    0    0     0     0  269   86  0  0 100  0  0
 0  0      0 119644080 281604 10115584    0    0     0     0  305   78  0  0 100  0  0
 9  0      0 118625376 281612 10115580    0    0     0   248 4260 1828  2  2 97  0  0
 9  0      0 116263968 281612 10115640    0    0     0     0 7918 4310 22  9 69  0  0
 9  0      0 116070544 281612 10115984    0    0     0     0 15898 12988 27  2 71  0  0
 0  0      0 116068032 281612 10115996    0    0     0     0 6647 9409  7  1 93  0  0
 0  0      0 116069520 281612 10116004    0    0     0     0  759  486  0  0 100  0  0
 0  0      0 116068776 281616 10116008    0    0     0   352  955  393  0  0 100  0  0
 0  0      0 116068776 281616 10116020    0    0     0   792 1064  438  0  0 100  0  0
 0  0      0 116067024 281616 10116028    0    0     0     0 1449  743  0  0 100  0  0
16  0      0 115962848 281864 10121736    0    0     0 12424 70267 132288 32  7 61  0  0
 9  0      0 115839488 281864 10123204    0    0     0     0 10162 13791 30  1 69  0  0
18  0      0 115770592 281864 10123212    0    0     0     0 7507 3093 33  0 67  0  0
 5  1      0 116603176 282764 10131424    0    0  2758 40364 33793 33736 46  3 51  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 119608960 282368 10135728    0    0 16915 14668 18018 25285  2  3 95  0  0
 0  0      0 119602600 282368 10135480    0    0 12033     0 7675 6474  0  1 98  0  0
 1  0      0 122489808 282368 7253016    0    0     0     0 2185 1187  0  2 98  0  0
