Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.99    0.00    0.47    0.39    0.00   98.15

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           19.83    289.67     0.00   0.00    0.15    14.61   13.29     97.26     0.00   0.00    5.03     7.32    0.00      0.00     0.00   0.00    0.00     0.00    3.43   19.05    0.14   6.86
loop1            2.11     26.63     0.00   0.00    0.06    12.59    1.01      3.64     0.00   0.00    0.27     3.60    0.00      0.00     0.00   0.00    0.00     0.00    0.16    1.27    0.00   0.05
loop10           0.62      6.35     0.00   0.00    0.11    10.21    0.31      1.09     0.00   0.00    0.41     3.50    0.00      0.00     0.00   0.00    0.00     0.00    0.05    1.92    0.00   0.02
loop11           0.52      5.05     0.00   0.00    0.19     9.72    0.28      0.98     0.00   0.00    0.42     3.55    0.00      0.00     0.00   0.00    0.00     0.00    0.04    2.21    0.00   0.02
loop12           0.39      3.87     0.00   0.00    0.12    10.04    0.21      0.76     0.00   0.00    0.45     3.59    0.00      0.00     0.00   0.00    0.00     0.00    0.03    2.56    0.00   0.01
loop13           0.22      1.85     0.00   0.00    0.04     8.57    0.13      0.48     0.00   0.00    0.46     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.02    3.31    0.00   0.01
loop14           0.14      1.17     0.00   0.00    0.06     8.33    0.09      0.34     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.00
loop15           0.07      0.50     0.00   0.00    0.12     7.30    0.05      0.17     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.00    3.70    0.00   0.00
loop2            1.87     25.28     0.00   0.00    0.07    13.52    0.90      3.23     0.00   0.00    0.29     3.60    0.00      0.00     0.00   0.00    0.00     0.00    0.14    1.39    0.00   0.04
loop3            1.66     18.62     0.00   0.00    0.09    11.18    0.81      2.90     0.00   0.00    0.30     3.58    0.00      0.00     0.00   0.00    0.00     0.00    0.13    1.42    0.00   0.04
loop4            1.45     16.29     0.00   0.00    0.09    11.27    0.69      2.45     0.00   0.00    0.32     3.56    0.00      0.00     0.00   0.00    0.00     0.00    0.12    1.45    0.00   0.03
loop5            1.26     15.31     0.00   0.00    0.12    12.11    0.60      2.12     0.00   0.00    0.33     3.54    0.00      0.00     0.00   0.00    0.00     0.00    0.11    1.47    0.00   0.03
loop6            1.04     12.07     0.00   0.00    0.12    11.62    0.50      1.74     0.00   0.00    0.36     3.50    0.00      0.00     0.00   0.00    0.00     0.00    0.09    1.49    0.00   0.03
