procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 124715512 304868 4988640    0    0    15  1094   51   56  1  0 98  0  0
 2  1      0 124210288 304868 5487880    0    0     0 212092 3851  993  0  4 95  1  0
 2  0      0 124028360 304888 5685188    0    0  2369 350984 10676 21137  0  2 93  5  0
 1  2      0 123602480 305032 6111032    0    0  1189 116976 1708  628  0  3 96  1  0
 2  0      0 123579056 304904 6135784    0    0  1176 443580 2278 1115  0  1 94  5  0
 1  0      0 123040544 304904 6674184    0    0     0     0 1533  418  0  3 97  0  0
 1  2      0 123029712 305048 6684844    0    0  1189 504324 2082  619  0  1 94  6  0
 2  0      0 122575104 304916 7139988    0    0  1176 56196 1843  987  0  3 96  1  0
 1  2      0 122456672 305060 7258108    0    0  1189 402764 1926  638  0  1 94  4  0
 2  0      0 122127248 304924 7590332    0    0  1176 157756 2419 1207  0  2 96  2  0
 1  2      0 121887344 305068 7831896    0    0  1189 296144 1689  615  0  2 95  3  0
 1  0      0 121677184 304928 8042972    0    0  1176 264380 2496 1017  0  2 95  3  0
 0  2      0 121314352 305072 8405640    0    0  1189 178360 1548  628  0  2 96  2  0
 1  0      0 121220112 304940 8496676    0    0  1176 382256 2635 1066  0  1 94  4  0
 0  2      0 120740304 305084 8978708    0    0  1189 67628 1692  687  0  3 97  1  0
 4  0      0 120740048 305088 8979148    0    0     0 491896 1916  598  0  1 94  6  0
 1  0      0 120215664 304948 9504560    0    0  1176  1168 1674  986  0  3 97  0  0
 1  1      0 120167528 305092 9552584    0    0  1189 468160 2017  803  0  1 95  4  0
 1  0      0 119748464 304948 9970548    0    0  1176 92368 2036  992  0  3 97  1  0
 0  2      0 119593248 305092 10126376    0    0  1189 358720 1708  564  0  1 95  4  0
 1  0      0 119292944 304964 10425048    0    0  1176 201820 2154 1235  0  2 96  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 119017056 305108 10701380    0    0  1189 293492 1800  627  0  2 95  3  0
 1  0      0 118825848 304972 10893424    0    0  1176 267048 2906  975  0  2 95  4  0
 0  2      0 118444064 305116 11276480    0    0  1189 172892 1706  690  0  2 96  2  0
 1  0      0 118362432 304984 11358860    0    0  1176 387768 2520 1159  0  1 94  5  0
 0  2      0 117869576 305128 11850908    0    0  1189 62060 1393  817  0  3 97  1  0
 0  2      0 117869328 305128 11851524    0    0     0 496668 2025  374  0  0 94  6  0
 1  0      0 117349776 304996 12373176    0    0  1176  1860 1616 1255  0  3 97  0  0
 0  2      0 117296360 305140 12426464    0    0  1189 461136 1964  623  0  1 94  5  0
 1  0      0 116891712 305012 12830548    0    0  1176 99440 2037  950  0  2 96  1  0
 1  1      0 116722144 305156 13001436    0    0  1189 349352 1825  627  0  1 95  4  0
 1  0      0 116426336 305024 13296076    0    0  1176 211204 2208  951  0  2 96  2  0
 0  2      0 116147408 305168 13576260    0    0  1189 296144 1639  603  0  2 95  3  0
 0  0      0 116133888 305032 13576604    0    0  1176 264444 5695 7349  1  2 94  4  0
 0  0      0 116133488 305032 13576504    0    0     0     0  500  269  0  0 100  0  0
 0  0      0 116133488 305032 13576508    0    0     0     0  327  129  0  0 100  0  0
 0  0      0 116133488 305032 13576508    0    0     0     0  332  110  0  0 100  0  0
 0  0      0 116133488 305032 13576508    0    0     0     0  355  162  0  0 100  0  0
 0  0      0 116133488 305032 13576524    0    0     0   788  737  293  0  0 100  0  0
 0  0      0 116133488 305032 13576532    0    0     0     0  290  102  0  0 100  0  0
 0  0      0 116133488 305032 13576540    0    0     0     0  316  104  0  0 100  0  0
 0  0      0 116133488 305032 13576544    0    0     0     0  249  153  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 116133488 305032 13576556    0    0     0     0  228   68  0  0 100  0  0
15  0      0 114517792 305040 13576556    0    0     0   300 6037 2404  1  3 96  0  0
15  0      0 110843312 305040 13576652    0    0     0     0 11728 7118 36 16 48  0  0
15  0      0 110142832 305040 13577128    0    0     0     0 23789 20549 45  4 51  0  0
 0  0      0 110140568 305040 13577168    0    0     0     0 11370 16929 16  1 83  0  0
 0  0      0 110139312 305040 13577180    0    0     0     0 1277  572  0  0 100  0  0
 0  0      0 110140512 305044 13577180    0    0     0  1748 1476  805  0  0 100  0  0
 0  0      0 110140008 305044 13577192    0    0     0     0 1141  485  0  0 100  0  0
 0  0      0 110141760 305044 13577200    0    0     0     0 2007 1147  0  0 100  0  0
40  0      0 110118712 305268 13582216    0    0     0 14516 94755 161406 42  9 49  0  0
16  0      0 109756096 305268 13583388    0    0     0     0 48995 62726 59  4 37  0  0
15  0      0 109754592 305268 13583396    0    0     0     0 9989 2566 47  0 53  0  0
30  0      0 109651328 305268 13583404    0    0     0     0 16392 3609 86  0 14  0  0
13  0      0 114781744 311552 13605672    0    0 30639 86936 69642 85441 50  8 42  1  0
 5  0      0 116083680 309220 13608052    0    0  7892  4988 5409 9903  0  2 98  0  0
 0  0      0 116088176 306052 13608736    0    0 18585  2208 9461 9591  0  2 98  0  0
 1  0      0 116091792 306052 13608732    0    0  2674     0 4703 3548  0  1 99  0  0
 1  0      0 119118560 306052 10588732    0    0     0     0 1994 1079  0  2 98  0  0
 1  0      0 123619984 306052 6087972    0    0     0     0 1487  547  0  3 97  0  0
