procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 124744208 294668 4976272    0    0    14  1016   47   52  1  0 98  0  0
 2  0      0 124237688 294668 5484808    0    0     0     0 2633  426  0  3 97  0  0
 1  2      0 124188800 295012 5535368    0    0 31985 448220 2015 1427  0  1 94  5  0
 2  0      0 123803968 294684 5924036    0    0   976 112732 2122  914  0  2 96  1  0
 1  2      0 123624544 294828 6103876    0    0  1189 340080 1610  582  0  2 95  4  0
 2  0      0 123343568 294700 6388208    0    0  1176 220480 2370 1064  0  2 95  3  0
 1  2      0 123054304 294844 6677876    0    0  1189 253316 1619  568  0  2 95  3  0
 2  0      0 122887472 294720 6846080    0    0  1176 307240 2120  999  0  1 95  4  0
 1  2      0 122480752 294864 7250888    0    0  1189 137228 1314  581  0  3 96  1  0
 2  0      0 122438160 294732 7293396    0    0  1176 423320 2435 1677  0  1 94  5  0
 1  2      0 121906944 294876 7824484    0    0  1189 33020 1517  633  0  3 97  0  0
 1  2      0 121906944 294876 7824852    0    0     0 483012 1732  319  0  1 94  6  0
 1  0      0 121441536 294744 8290864    0    0  1176 44512 2276 1024  0  3 97  1  0
 0  2      0 121333984 294888 8398584    0    0  1189 421104 2035  711  0  1 94  5  0
 1  0      0 120983960 294760 8749548    0    0  1176 139460 1979 1018  0  2 96  2  0
 0  2      0 120761712 294904 8971368    0    0  1189 300656 1487  572  0  2 95  3  0
 1  0      0 120535672 294776 9196888    0    0  1176 259928 2850 1165  0  2 95  3  0
 1  1      0 120186496 294920 9546344    0    0  1189 180196 1852  743  0  2 96  2  0
 1  0      0 120081680 294792 9652252    0    0  1176 380460 2340 1794  0  1 94  4  0
 0  2      0 119613536 294936 10120684    0    0  1189 80780 1260  604  0  3 96  1  0
 0  0      0 119610768 294808 10121332    0    0  1176 479804 1886 1481  0  1 94  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 119066712 294808 10667928    0    0     0     0 1470  460  0  3 97  0  0
 0  2      0 119037984 294952 10696340    0    0  1189 491728 1806  665  0  1 94  5  0
 1  0      0 118619984 294808 11117140    0    0  1176 68836 2058 1116  0  3 96  1  0
 1  1      0 118466848 294952 11270976    0    0  1189 366024 1702  591  0  1 95  4  0
 1  0      0 118170784 294812 11565964    0    0  1176 194568 2186 1233  0  2 96  2  0
 0  2      0 117891360 294956 11845544    0    0  1189 269700 1437  585  0  2 95  3  0
 1  0      0 117713272 294832 12022712    0    0  1176 290864 2373  940  0  1 95  4  0
 0  2      0 117316168 295064 12420048    0    0  1189 141808 1303  542  0  2 96  2  0
 1  0      0 117312528 294928 12421052    0    0  1176 418756 3590 3715  0  1 94  5  0
 0  0      0 117304544 294928 12421012    0    0     0     0 2493 3069  0  1 99  0  0
 0  0      0 117304544 294928 12421020    0    0     0     0  312  118  0  0 100  0  0
 0  0      0 117304544 294928 12421028    0    0     0     0  285  144  0  0 100  0  0
 0  0      0 117304544 294928 12421032    0    0     0     0  415  170  0  0 100  0  0
 0  0      0 117304544 294932 12421028    0    0     0   100  263  110  0  0 100  0  0
 0  0      0 117304824 294932 12421048    0    0     0   616  495  205  0  0 100  0  0
 0  0      0 117304824 294932 12421052    0    0     0     0  421  108  0  0 100  0  0
 0  0      0 117304824 294932 12421064    0    0     0     0  275  139  0  0 100  0  0
 0  0      0 117304824 294932 12421064    0    0     0     0  297  100  0  0 100  0  0
 0  0      0 117304824 294936 12421068    0    0     0    68  332  115  0  0 100  0  0
13  0      0 113462736 294940 12421120    0    0     0     0 12860 7146 25 14 60  0  0
15  0      0 112111696 294940 12421540    0    0     0     0 20679 17061 38  5 58  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 112110944 294940 12421592    0    0     0     0 12314 15256 21  1 79  0  0
 0  0      0 112110184 294940 12421604    0    0     0     0 1114  462  0  0 100  0  0
 0  0      0 112108672 294944 12421616    0    0     0   636 1337  492  0  0 100  0  0
 0  0      0 112107920 294944 12421624    0    0     0  1420 1678  731  0  0 100  0  0
 0  0      0 112109232 294944 12421632    0    0     0     0 1733  894  0  0 100  0  0
29  0      0 112097520 295180 12430456    0    0     0 19904 66441 122891 26  7 67  0  0
13  0      0 111786392 295180 12433608    0    0     0     0 56289 74528 55  4 41  0  0
13  0      0 111784656 295180 12433636    0    0     0     0 9008 2222 41  0 59  0  0
26  0      0 111695744 295180 12433640    0    0     0     0 14471 3297 73  0 26  0  0
 0  0      0 117273608 295664 12448720    0    0     0 72896 64115 72948 38  6 56  1  0
 1  0      0 117265600 296060 12449704    0    0 43297  4896 11590 19678  1  4 95  0  0
 0  0      0 117268768 295776 12449936    0    0  1337     0 4569 3046  0  1 99  0  0
 1  0      0 120723136 295776 8993784    0    0     0     0 2313  979  0  3 97  0  0
