Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.02    0.00    0.48    0.40    0.00   98.10

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           20.17    293.72     0.00   0.00    0.15    14.56   13.22     96.69     0.00   0.00    5.15     7.31    0.00      0.00     0.00   0.00    0.00     0.00    3.42   19.46    0.14   6.99
loop1            2.12     26.75     0.00   0.00    0.06    12.60    1.01      3.64     0.00   0.00    0.27     3.60    0.00      0.00     0.00   0.00    0.00     0.00    0.17    1.25    0.00   0.05
loop10           0.63      6.44     0.00   0.00    0.11    10.26    0.31      1.09     0.00   0.00    0.41     3.49    0.00      0.00     0.00   0.00    0.00     0.00    0.06    1.87    0.00   0.02
loop11           0.52      5.09     0.00   0.00    0.19     9.73    0.28      0.98     0.00   0.00    0.42     3.54    0.00      0.00     0.00   0.00    0.00     0.00    0.04    2.13    0.00   0.02
loop12           0.39      3.92     0.00   0.00    0.12    10.05    0.21      0.76     0.00   0.00    0.45     3.57    0.00      0.00     0.00   0.00    0.00     0.00    0.03    2.45    0.00   0.01
loop13           0.22      1.96     0.00   0.00    0.04     8.78    0.13      0.48     0.00   0.00    0.45     3.62    0.00      0.00     0.00   0.00    0.00     0.00    0.02    2.99    0.00   0.01
loop14           0.14      1.17     0.00   0.00    0.06     8.33    0.09      0.34     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.00
loop15           0.07      0.49     0.00   0.00    0.12     7.30    0.05      0.17     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.00    3.70    0.00   0.00
loop2            1.89     25.90     0.00   0.00    0.07    13.73    0.90      3.23     0.00   0.00    0.29     3.60    0.00      0.00     0.00   0.00    0.00     0.00    0.14    1.36    0.00   0.04
loop3            1.68     18.78     0.00   0.00    0.09    11.19    0.81      2.90     0.00   0.00    0.30     3.58    0.00      0.00     0.00   0.00    0.00     0.00    0.13    1.39    0.00   0.04
loop4            1.46     16.52     0.00   0.00    0.09    11.29    0.69      2.46     0.00   0.00    0.32     3.55    0.00      0.00     0.00   0.00    0.00     0.00    0.12    1.40    0.00   0.04
loop5            1.28     15.54     0.00   0.00    0.12    12.12    0.60      2.13     0.00   0.00    0.33     3.53    0.00      0.00     0.00   0.00    0.00     0.00    0.11    1.42    0.00   0.03
loop6            1.06     12.29     0.00   0.00    0.11    11.64    0.50      1.75     0.00   0.00    0.35     3.49    0.00      0.00     0.00   0.00    0.00     0.00    0.10    1.43    0.00   0.03
loop7            0.90      9.40     0.00   0.00    0.13    10.43    0.43      1.48     0.00   0.00    0.37     3.46    0.00      0.00     0.00   0.00    0.00     0.00    0.08    1.48    0.00   0.02
loop8            0.80      8.66     0.00   0.00    0.14    10.85    0.37      1.29     0.00   0.00    0.37     3.43    0.00      0.00     0.00   0.00    0.00     0.00    0.08    1.45    0.00   0.02
loop9            0.66      6.81     0.00   0.00    0.17    10.26    0.32      1.12     0.00   0.00    0.40     3.46    0.00      0.00     0.00   0.00    0.00     0.00    0.06    1.69    0.00   0.02
sda              0.62     19.81     0.23  26.94    0.28    32.01   91.71  34527.24   146.37  61.48   12.05   376.48    0.66   3294.94     0.00   0.00    0.17  4988.79    0.00    0.00    1.11   7.23
sdb              0.01      0.20     0.00   0.00    0.24    14.91    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00


avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.00    0.00    3.72    0.84    0.00   95.43

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop10           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
