procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 124865504 236352 4931736    0    0    13   848   38   42  1  0 99  0  0
 2  0      0 124342632 236352 5455220    0    0     0     0 2822  485  0  3 97  0  0
 1  2      0 124306048 236576 5496208    0    0 72517 436100 2086 2884  0  1 94  5  0
 2  0      0 123928048 236356 5876036    0    0  1096 122596 2213  909  0  2 96  1  0
 1  2      0 123735016 236500 6067880    0    0  1189 337968 1830  730  0  2 95  4  0
 1  0      0 123463864 236380 6342508    0    0  1176 220628 2526 1181  0  2 95  3  0
 1  2      0 123168016 236524 6639472    0    0  1189 259564 1555  609  0  2 95  3  0
 2  0      0 122996416 236388 6810000    0    0  1176 299024 2182  894  0  1 95  4  0
 1  2      0 122594976 236532 7211088    0    0  1189 140036 1679  719  0  3 96  1  0
 2  0      0 122537520 236404 7270192    0    0  1176 418564 2333 1254  0  1 94  5  0
 1  2      0 122024960 236548 7782528    0    0  1189 33272 1118  628  0  3 97  0  0
 0  2      0 122024960 236548 7782948    0    0     0 511840 1508  299  0  1 94  6  0
 1  0      0 121519008 236416 8288448    0    0  1176 13508 1771 1183  0  3 97  0  0
 0  2      0 121450472 236560 8355816    0    0  1189 446288 1833  743  0  1 95  4  0
 1  0      0 121054136 236428 8751696    0    0  1176 112300 2274 1266  0  2 97  1  0
 0  2      0 120877776 236572 8928816    0    0  1189 346332 1582  556  0  1 95  4  0
 1  0      0 120590752 236448 9215748    0    0  1176 212300 2641 1417  0  2 95  2  0
 0  2      0 120306032 236592 9501784    0    0  1189 275960 1595  598  0  2 95  3  0
 1  0      0 120129648 236456 9678264    0    0  1176 282628 2519  935  0  1 95  4  0
 1  1      0 119733304 236600 10074016    0    0  1189 144336 1361  589  0  2 96  2  0
 1  0      0 119677872 236476 10129240    0    0  1176 414260 2453  961  0  1 94  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 119158576 236620 10646596    0    0  1189 33020 1400  607  0  3 97  0  0
 1  1      0 119158080 236620 10647620    0    0     0 500612 1839  286  0  1 94  6  0
 1  0      0 118667760 236492 11137180    0    0  1176 25004 1622  862  0  3 97  0  0
 0  2      0 118583096 236636 11220464    0    0  1189 430856 1859  857  0  1 94  5  0
 1  0      0 118204144 236512 11601016    0    0  1176 127740 1753 1045  0  2 96  1  0
 0  2      0 118010912 236656 11793288    0    0  1189 334736 2042  903  0  2 95  4  0
 1  0      0 117739280 236536 12064644    0    0  1176 223984 2526  947  0  2 95  3  0
 1  1      0 117436960 236680 12365928    0    0  1189 226808 1820  690  0  2 95  3  0
 0  0      0 117433776 236548 12366284    0    0  1176 331792 5335 6451  1  2 94  4  0
 0  0      0 117434368 236548 12366032    0    0     0     0  445  199  0  0 100  0  0
 0  0      0 117434728 236548 12366060    0    0     0     0  310  109  0  0 100  0  0
 0  0      0 117434728 236548 12366060    0    0     0     0  328  166  0  0 100  0  0
 0  0      0 117434728 236548 12366064    0    0     0     0  409  136  0  0 100  0  0
 0  0      0 117434728 236552 12366072    0    0     0   740  609  261  0  0 100  0  0
 0  0      0 117434728 236552 12366084    0    0     0     0  276   92  0  0 100  0  0
 0  0      0 117434728 236552 12366092    0    0     0     0  363  156  0  0 100  0  0
 0  0      0 117434728 236552 12366092    0    0     0     0  170   68  0  0 100  0  0
 0  0      0 117434488 236552 12366100    0    0     0     0  180  113  0  0 100  0  0
13  0      0 116060368 236560 12366100    0    0     0   256 4915 2326  1  3 97  0  0
13  0      0 112818600 236560 12366500    0    0     0     0 10557 6354 31 13 55  0  0
13  0      0 112248448 236560 12366564    0    0     0     0 21118 17835 39  3 58  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 112247264 236560 12366628    0    0     0     0 9430 14513 14  1 85  0  0
 0  0      0 112246000 236560 12366640    0    0     0     0 1297  508  0  0 100  0  0
 0  0      0 112245496 236564 12366644    0    0     0  1584 1768  804  0  0 100  0  0
 0  0      0 112244736 236564 12366656    0    0     0     0  888  452  0  0 100  0  0
 0  0      0 112244736 236564 12366660    0    0     0     0 1782  942  0  0 100  0  0
27  0      0 112222000 236888 12369520    0    0     0 12156 89420 146031 38  9 53  0  0
15  0      0 117397400 242228 12383616    0    0 18513 57104 81484 121165 34  9 57  1  0
 0  0      0 117393792 237556 12387172    0    0 30265  5296 11678 16920  1  3 96  0  0
 0  0      0 117394776 237556 12385912    0    0     0     0 3559 2446  0  0 99  0  0
 1  0      0 121576304 237556 8210620    0    0     0     0 1384  588  0  3 97  0  0
