Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.67    0.00    0.35    0.30    0.00   98.68

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           15.36    217.37     0.00   0.00    0.14    14.15   17.01    125.22     0.00   0.00    2.99     7.36    0.00      0.00     0.00   0.00    0.00     0.00    4.19   11.65    0.10   5.18
loop1            2.10     25.20     0.00   0.00    0.06    11.98    1.17      4.37     0.00   0.00    0.31     3.74    0.00      0.00     0.00   0.00    0.00     0.00    0.12    2.21    0.00   0.05
loop10           0.56      4.58     0.00   0.00    0.13     8.22    0.34      1.27     0.00   0.00    0.48     3.69    0.00      0.00     0.00   0.00    0.00     0.00    0.03    3.95    0.00   0.02
loop11           0.48      3.86     0.00   0.00    0.25     7.98    0.31      1.17     0.00   0.00    0.49     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.03    4.56    0.00   0.02
loop12           0.39      3.03     0.00   0.00    0.14     7.83    0.25      0.93     0.00   0.00    0.51     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.02    4.83    0.00   0.01
loop13           0.26      2.01     0.00   0.00    0.03     7.83    0.17      0.63     0.00   0.00    0.48     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.02    4.66    0.00   0.01
loop14           0.19      1.61     0.00   0.00    0.06     8.33    0.13      0.47     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.01
loop15           0.09      0.68     0.00   0.00    0.12     7.30    0.06      0.23     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.01    3.70    0.00   0.00
loop2            1.92     23.46     0.00   0.00    0.07    12.22    1.06      3.96     0.00   0.00    0.32     3.73    0.00      0.00     0.00   0.00    0.00     0.00    0.11    2.27    0.00   0.05
loop3            1.71     18.11     0.00   0.00    0.10    10.58    0.95      3.54     0.00   0.00    0.33     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.11    2.35    0.00   0.04
loop4            1.45     15.02     0.00   0.00    0.10    10.34    0.80      2.98     0.00   0.00    0.36     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.09    2.44    0.00   0.04
loop5            1.25     14.20     0.00   0.00    0.14    11.40    0.69      2.56     0.00   0.00    0.37     3.68    0.00      0.00     0.00   0.00    0.00     0.00    0.08    2.50    0.00   0.03
loop6            1.01     10.54     0.00   0.00    0.14    10.46    0.57      2.08     0.00   0.00    0.41     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.07    2.60    0.00   0.03
