Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.70    0.00    0.37    0.32    0.00   98.61

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           16.14    227.43     0.00   0.00    0.14    14.09   16.75    123.07     0.00   0.00    3.21     7.35    0.00      0.00     0.00   0.00    0.00     0.00    4.15   12.49    0.11   5.49
loop1            2.11     25.30     0.00   0.00    0.06    11.99    1.16      4.33     0.00   0.00    0.30     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.13    2.11    0.00   0.05
loop10           0.59      5.11     0.00   0.00    0.12     8.59    0.35      1.28     0.00   0.00    0.47     3.65    0.00      0.00     0.00   0.00    0.00     0.00    0.04    3.34    0.00   0.02
loop11           0.52      4.40     0.00   0.00    0.23     8.42    0.32      1.18     0.00   0.00    0.47     3.67    0.00      0.00     0.00   0.00    0.00     0.00    0.03    3.67    0.00   0.02
loop12           0.39      3.15     0.00   0.00    0.14     8.01    0.25      0.93     0.00   0.00    0.50     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.02    4.44    0.00   0.01
loop13           0.25      1.98     0.00   0.00    0.03     7.83    0.17      0.61     0.00   0.00    0.48     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.66    0.00   0.01
loop14           0.19      1.58     0.00   0.00    0.06     8.33    0.12      0.46     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.01
loop15           0.09      0.67     0.00   0.00    0.12     7.30    0.06      0.23     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.01    3.70    0.00   0.00
loop2            1.94     24.16     0.00   0.00    0.07    12.46    1.06      3.93     0.00   0.00    0.31     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.12    2.15    0.00   0.05
loop3            1.73     18.41     0.00   0.00    0.10    10.64    0.95      3.52     0.00   0.00    0.33     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.11    2.21    0.00   0.04
loop4            1.47     15.37     0.00   0.00    0.10    10.42    0.80      2.96     0.00   0.00    0.35     3.68    0.00      0.00     0.00   0.00    0.00     0.00    0.10    2.28    0.00   0.04
loop5            1.27     14.56     0.00   0.00    0.13    11.45    0.70      2.55     0.00   0.00    0.36     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.09    2.31    0.00   0.03
loop6            1.04     10.97     0.00   0.00    0.13    10.57    0.57      2.07     0.00   0.00    0.40     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.08    2.38    0.00   0.03
loop7            0.87      7.88     0.00   0.00    0.16     9.07    0.48      1.74     0.00   0.00    0.43     3.62    0.00      0.00     0.00   0.00    0.00     0.00    0.07    2.51    0.00   0.03
loop8            0.73      6.62     0.00   0.00    0.17     9.03    0.41      1.49     0.00   0.00    0.43     3.62    0.00      0.00     0.00   0.00    0.00     0.00    0.05    2.64    0.00   0.02
loop9            0.63      5.60     0.00   0.00    0.22     8.91    0.36      1.31     0.00   0.00    0.46     3.62    0.00      0.00     0.00   0.00    0.00     0.00    0.05    2.92    0.00   0.02
sda              0.84     26.86     0.31  26.97    0.26    32.06   72.65  26984.90   142.16  66.18   11.91   371.43    0.90   4466.78     0.00   0.00    0.17  4988.79    0.00    0.00    0.87   5.71
