Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.71    0.00    0.38    0.32    0.00   98.59

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           16.37    234.94     0.00   0.00    0.14    14.35   16.68    122.53     0.00   0.00    3.27     7.35    0.00      0.00     0.00   0.00    0.00     0.00    4.14   12.71    0.11   5.57
loop1            2.11     25.35     0.00   0.00    0.06    11.99    1.16      4.32     0.00   0.00    0.30     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.13    2.08    0.00   0.05
loop10           0.60      5.26     0.00   0.00    0.12     8.70    0.35      1.29     0.00   0.00    0.46     3.65    0.00      0.00     0.00   0.00    0.00     0.00    0.04    3.21    0.00   0.02
loop11           0.53      4.55     0.00   0.00    0.23     8.54    0.32      1.19     0.00   0.00    0.47     3.67    0.00      0.00     0.00   0.00    0.00     0.00    0.04    3.50    0.00   0.02
loop12           0.40      3.31     0.00   0.00    0.13     8.18    0.25      0.93     0.00   0.00    0.50     3.69    0.00      0.00     0.00   0.00    0.00     0.00    0.03    4.15    0.00   0.01
loop13           0.25      1.97     0.00   0.00    0.03     7.83    0.16      0.61     0.00   0.00    0.48     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.66    0.00   0.01
loop14           0.19      1.57     0.00   0.00    0.06     8.33    0.12      0.46     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.01
loop15           0.09      0.66     0.00   0.00    0.12     7.30    0.06      0.23     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.01    3.70    0.00   0.00
loop2            1.94     24.23     0.00   0.00    0.07    12.46    1.06      3.92     0.00   0.00    0.31     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.12    2.12    0.00   0.05
loop3            1.74     18.50     0.00   0.00    0.10    10.66    0.95      3.51     0.00   0.00    0.33     3.69    0.00      0.00     0.00   0.00    0.00     0.00    0.11    2.17    0.00   0.04
loop4            1.48     15.47     0.00   0.00    0.10    10.45    0.80      2.95     0.00   0.00    0.35     3.68    0.00      0.00     0.00   0.00    0.00     0.00    0.10    2.23    0.00   0.04
loop5            1.28     14.67     0.00   0.00    0.13    11.47    0.70      2.54     0.00   0.00    0.36     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.09    2.26    0.00   0.03
loop6            1.04     11.09     0.00   0.00    0.13    10.61    0.57      2.07     0.00   0.00    0.40     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.08    2.33    0.00   0.03
loop7            0.88      8.02     0.00   0.00    0.15     9.14    0.48      1.74     0.00   0.00    0.42     3.62    0.00      0.00     0.00   0.00    0.00     0.00    0.07    2.43    0.00   0.03
loop8            0.74      6.76     0.00   0.00    0.17     9.11    0.41      1.49     0.00   0.00    0.42     3.61    0.00      0.00     0.00   0.00    0.00     0.00    0.06    2.55    0.00   0.02
loop9            0.64      5.82     0.00   0.00    0.22     9.10    0.36      1.31     0.00   0.00    0.45     3.61    0.00      0.00     0.00   0.00    0.00     0.00    0.05    2.81    0.00   0.02
sda              0.83     26.74     0.31  26.97    0.26    32.06   73.59  27382.01   142.08  65.88   11.93   372.07    0.89   4446.60     0.00   0.00    0.17  4988.79    0.00    0.00    0.88   5.79
sdb              0.02      0.27     0.00   0.00    0.23    16.03    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00


avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.00    0.00    3.34    0.00    0.00   96.66

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
