Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.66    0.00    0.34    0.29    0.00   98.71

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           15.01    213.09     0.00   0.00    0.14    14.20   17.13    126.26     0.00   0.00    2.89     7.37    0.00      0.00     0.00   0.00    0.00     0.00    4.21   11.27    0.10   5.04
loop1            2.10     25.14     0.00   0.00    0.06    11.98    1.17      4.39     0.00   0.00    0.31     3.74    0.00      0.00     0.00   0.00    0.00     0.00    0.12    2.26    0.00   0.05
loop10           0.54      4.27     0.00   0.00    0.13     7.96    0.34      1.26     0.00   0.00    0.49     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.03    4.26    0.00   0.02
loop11           0.49      3.89     0.00   0.00    0.25     7.98    0.32      1.18     0.00   0.00    0.49     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.03    4.56    0.00   0.02
loop12           0.39      3.06     0.00   0.00    0.14     7.83    0.25      0.94     0.00   0.00    0.51     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.02    4.83    0.00   0.01
loop13           0.26      2.03     0.00   0.00    0.03     7.83    0.17      0.63     0.00   0.00    0.48     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.02    4.66    0.00   0.01
loop14           0.20      1.62     0.00   0.00    0.06     8.33    0.13      0.47     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.01
loop15           0.09      0.69     0.00   0.00    0.12     7.30    0.06      0.24     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.01    3.70    0.00   0.00
loop2            1.91     23.31     0.00   0.00    0.07    12.20    1.07      3.98     0.00   0.00    0.32     3.73    0.00      0.00     0.00   0.00    0.00     0.00    0.11    2.32    0.00   0.05
loop3            1.70     17.92     0.00   0.00    0.10    10.53    0.96      3.56     0.00   0.00    0.33     3.72    0.00      0.00     0.00   0.00    0.00     0.00    0.10    2.41    0.00   0.04
loop4            1.44     14.72     0.00   0.00    0.10    10.25    0.80      2.98     0.00   0.00    0.36     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.09    2.50    0.00   0.04
loop5            1.23     13.97     0.00   0.00    0.14    11.35    0.69      2.56     0.00   0.00    0.37     3.69    0.00      0.00     0.00   0.00    0.00     0.00    0.08    2.58    0.00   0.03
loop6            0.99     10.28     0.00   0.00    0.14    10.38    0.56      2.08     0.00   0.00    0.41     3.68    0.00      0.00     0.00   0.00    0.00     0.00    0.07    2.70    0.00   0.03
loop7            0.82      7.11     0.00   0.00    0.16     8.70    0.47      1.73     0.00   0.00    0.44     3.67    0.00      0.00     0.00   0.00    0.00     0.00    0.06    2.92    0.00   0.02
