procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 124892784 227648 4915624    0    0    12   779   35   39  1  0 99  0  0
 2  0      0 124371696 227648 5437348    0    0     0     0 2386  407  0  3 97  0  0
 1  2      0 124327840 227792 5482528    0    0  1189 481776 2145  657  0  1 94  5  0
 2  0      0 123920360 227672 5890980    0    0  1176 77244 2126  923  0  3 96  1  0
 1  2      0 123757584 227816 6053812    0    0  1189 360744 1796  641  0  1 95  4  0
 2  0      0 123465768 227696 6347340    0    0  1176 197868 2348  941  0  2 95  2  0
 1  2      0 123189424 227840 6625640    0    0  1189 292344 1778  704  0  2 95  3  0
 1  0      0 123005472 227720 6810096    0    0  1176 266256 2279  975  0  1 95  4  0
 1  2      0 122619904 227864 7197204    0    0  1189 170960 1340  620  0  2 96  2  0
 2  0      0 122545312 227744 7270572    0    0  1176 387628 2265  937  0  1 94  5  0
 2  1      0 122046392 227888 7769108    0    0  1189 52560 1423  649  0  3 97  1  0
 2  1      0 122046392 227888 7769912    0    0     0 504236 1921  359  0  1 94  6  0
 1  0      0 121533072 227768 8284832    0    0  1176  1796 1662  898  0  3 97  0  0
 0  2      0 121474864 227912 8342612    0    0  1189 458724 1847  616  0  1 94  5  0
 1  0      0 121068912 227792 8748436    0    0  1176 99884 2182 1011  0  3 96  1  0
 0  2      0 120903120 227936 8915344    0    0  1189 352904 1753  593  0  1 95  4  0
 1  0      0 120607056 227816 9212416    0    0  1220 205812 2216 1199  0  2 96  2  0
 0  2      0 120330896 227960 9487492    0    0  1189 294212 1576  576  0  2 95  3  0
 1  0      0 120136392 227840 9685596    0    0  1176 264396 2699 1309  0  2 95  3  0
 0  2      0 119762480 227984 10060968    0    0  1189 175432 1416  632  0  2 96  2  0
 1  0      0 119671520 227864 10150820    0    0  1176 383180 2420  929  0  1 94  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 119188744 228008 10633060    0    0  1189 74904 1551  629  0  3 96  1  0
 0  0      0 119186480 227888 10634376    0    0  1176 483792 2326 1242  0  1 94  6  0
 1  0      0 118667168 227888 11155848    0    0     0     0 1636  475  0  3 97  0  0
 1  1      0 118615768 228032 11206524    0    0  1189 460944 1833  755  0  1 95  4  0
 0  0      0 118605968 227908 11207212    0    0  1176 97688 4198 5477  0  1 97  1  0
 0  0      0 118605968 227908 11207220    0    0     0     0  330  260  0  0 100  0  0
 0  0      0 118604048 227908 11207152    0    0     0     0  313  132  0  0 100  0  0
 0  0      0 118604800 227908 11207160    0    0     0     0  280  120  0  0 100  0  0
 0  0      0 118604800 227908 11207168    0    0     0     0  257   98  0  0 100  0  0
 0  0      0 118604800 227916 11207176    0    0     0   660  629  281  0  0 100  0  0
 0  0      0 118604800 227916 11207184    0    0     0     0  180   98  0  0 100  0  0
 0  0      0 118604800 227916 11207196    0    0     0     0  346   94  0  0 100  0  0
 0  0      0 118604800 227916 11207196    0    0     0     0  396  141  0  0 100  0  0
 0  0      0 118606344 227916 11207208    0    0     0     0  562  223  0  0 100  0  0
11  0      0 116354080 227924 11207412    0    0     0   380 7986 4823 11  9 80  0  0
11  0      0 114241664 227924 11207684    0    0     0     0 17841 13831 31  7 61  0  0
 0  0      0 114239664 227924 11207744    0    0     0     0 13925 14856 28  1 71  0  0
 0  0      0 114240368 227924 11207748    0    0     0     0 1075  523  0  0 100  0  0
 0  0      0 114240112 227924 11207760    0    0     0  1012 1203  646  0  0 100  0  0
 0  0      0 114239616 227932 11207756    0    0     0   268  942  367  0  0 100  0  0
 0  0      0 114238608 227932 11207772    0    0     0     0 1478  845  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0      0 114224832 228020 11207704    0    0     0   268 15413 77521  6  3 92  0  0
 7  0      0 114418640 228600 11220364    0    0     0 44576 98315 127324 49 10 41  1  0
 1  0      0 118572384 229304 11224936    0    0 33573 18224 22329 48376  2  5 93  0  0
 0  0      0 118571560 229020 11224364    0    0  6685     0 5551 4591  0  1 99  0  0
 1  0      0 121901424 229020 7897556    0    0     0     0 1843  971  0  2 98  0  0
