Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.79    0.00    0.43    0.37    0.00   98.41

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           18.42    261.33     0.00   0.00    0.13    14.19   16.09    117.60     0.00   0.00    3.86     7.31    0.00      0.00     0.00   0.00    0.00     0.00    4.05   14.89    0.12   6.36
loop1            2.17     26.21     0.00   0.00    0.06    12.09    1.15      4.26     0.00   0.00    0.30     3.69    0.00      0.00     0.00   0.00    0.00     0.00    0.14    1.80    0.00   0.05
loop10           0.66      6.22     0.00   0.00    0.12     9.40    0.36      1.30     0.00   0.00    0.44     3.60    0.00      0.00     0.00   0.00    0.00     0.00    0.05    2.46    0.00   0.02
loop11           0.57      5.11     0.00   0.00    0.21     9.00    0.33      1.19     0.00   0.00    0.45     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.04    2.77    0.00   0.02
loop12           0.43      4.10     0.00   0.00    0.13     9.44    0.26      0.93     0.00   0.00    0.48     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.03    3.20    0.00   0.01
loop13           0.27      2.21     0.00   0.00    0.03     8.35    0.17      0.60     0.00   0.00    0.47     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.02    3.64    0.00   0.01
loop14           0.18      1.51     0.00   0.00    0.06     8.33    0.12      0.44     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.01
loop15           0.09      0.64     0.00   0.00    0.12     7.30    0.06      0.22     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.01    3.70    0.00   0.00
loop2            2.02     25.54     0.00   0.00    0.07    12.67    1.05      3.87     0.00   0.00    0.30     3.67    0.00      0.00     0.00   0.00    0.00     0.00    0.14    1.81    0.00   0.05
loop3            1.80     19.41     0.00   0.00    0.09    10.79    0.95      3.48     0.00   0.00    0.32     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.13    1.84    0.00   0.04
loop4            1.55     16.56     0.00   0.00    0.10    10.71    0.81      2.94     0.00   0.00    0.34     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.12    1.88    0.00   0.04
loop5            1.35     15.64     0.00   0.00    0.13    11.60    0.70      2.54     0.00   0.00    0.35     3.61    0.00      0.00     0.00   0.00    0.00     0.00    0.10    1.87    0.00   0.03
loop6            1.11     12.05     0.00   0.00    0.12    10.83    0.58      2.08     0.00   0.00    0.38     3.59    0.00      0.00     0.00   0.00    0.00     0.00    0.09    1.90    0.00   0.03
loop7            0.94      9.26     0.00   0.00    0.14     9.80    0.49      1.75     0.00   0.00    0.40     3.56    0.00      0.00     0.00   0.00    0.00     0.00    0.08    1.95    0.00   0.03
loop8            0.82      8.17     0.00   0.00    0.15    10.01    0.43      1.52     0.00   0.00    0.40     3.55    0.00      0.00     0.00   0.00    0.00     0.00    0.07    1.95    0.00   0.02
loop9            0.70      6.72     0.00   0.00    0.20     9.64    0.37      1.33     0.00   0.00    0.43     3.56    0.00      0.00     0.00   0.00    0.00     0.00    0.06    2.20    0.00   0.02
sda              0.80     25.62     0.30  26.96    0.27    32.04   83.30  31287.05   144.21  63.39   12.04   375.62    0.85   4260.46     0.00   0.00    0.17  4988.79    0.00    0.00    1.00   6.58
sdb              0.02      0.25     0.00   0.00    0.23    15.64    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00


avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.03    0.00    3.22    0.00    0.00   96.75

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop1            0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop10           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop11           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop12           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop13           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop14           0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
