procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 124849576 243592 4940256    0    0    13   899   40   45  1  0 99  0  0
 2  0      0 124334992 243592 5458872    0    0     0     0 2063  371  0  3 97  0  0
 1  2      0 124291664 243736 5501072    0    0  1189 481892 2058  604  0  1 94  5  0
 2  0      0 123850160 243608 5941944    0    0  1176 77212 2156 1141  0  3 96  1  0
 1  2      0 123719136 243752 6072624    0    0  1189 397940 1887  686  0  2 94  4  0
 2  0      0 123376168 243624 6417852    0    0  1176 160652 1894  925  0  2 96  2  0
 0  2      0 123149632 243768 6644012    0    0  1189 299800 1449  576  0  2 95  3  0
 2  0      0 122912248 243628 6881836    0    0  1176 258804 2453  995  0  2 95  3  0
 1  2      0 122578600 243808 7215636    0    0  1189 205908 1416  650  0  2 96  2  0
 2  0      0 122454368 243684 7340756    0    0  1176 352692 2664  828  0  1 95  4  0
 1  2      0 122008080 243828 7787264    0    0  1189 88976 1264  633  0  3 96  1  0
 1  0      0 121998000 243700 7800520    0    0  1176 469632 2368 1161  0  1 94  5  0
 1  0      0 121452944 243700 8345464    0    0     0     0 1119  399  0  3 97  0  0
 0  2      0 121437072 243844 8359584    0    0  1189 502488 2010  746  0  1 94  5  0
 1  0      0 120997168 243716 8804780    0    0  1176 56120 1968 1053  0  3 97  0  0
 0  2      0 120870200 243860 8932616    0    0  1189 394628 1749  635  0  1 94  4  0
 1  0      0 120528496 243724 9274828    0    0  1176 164148 2556 2096  0  2 96  2  0
 0  2      0 120298920 243868 9505536    0    0  1189 299916 1355  560  0  2 95  3  0
 1  0      0 120073920 243736 9729972    0    0  1176 258708 2357 1712  0  2 95  3  0
 0  2      0 119725216 243880 10078416    0    0  1189 186776 1370  575  0  2 96  2  0
 1  0      0 119609304 243756 10194684    0    0  1176 371824 2431 1236  0  1 95  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 119151984 243900 10650920    0    0  1189 90176 1439  597  0  3 96  1  0
 1  0      0 119151168 243776 10658772    0    0  1176 468436 1950 1840  0  1 94  6  0
 2  0      0 118598360 243776 11210348    0    0     0     0 1548  333  0  3 97  0  0
 0  2      0 118584248 243920 11224160    0    0  1189 502324 1733  648  0  1 94  6  0
 1  0      0 118133744 243788 11677332    0    0  1176 56316 3059 1942  0  3 96  1  0
 0  2      0 118014560 243932 11797044    0    0  1189 402420 1792  581  0  1 94  4  0
 1  0      0 117669376 243796 12140740    0    0  1176 156312 2348 1723  0  2 96  2  0
 0  2      0 117441088 243940 12369972    0    0  1189 299800 1379  667  0  2 95  3  0
 1  0      0 117220864 243812 12591736    0    0  1176 258792 2212 1714  0  2 95  3  0
 0  2      0 116869160 243956 12942752    0    0  1189 178160 1250  592  0  2 96  2  0
 4  0      0 116861728 243832 12942780    0    0  1176 380444 4797 7409  1  2 93  4  0
 0  0      0 116855984 243832 12942868    0    0     0     0 1344  431  0  0 100  0  0
 0  0      0 116855984 243832 12942884    0    0     0     0  356  114  0  0 100  0  0
 0  0      0 116855984 243832 12942888    0    0     0     0  398  129  0  0 100  0  0
 0  0      0 116855984 243832 12942900    0    0     0     0  407  101  0  0 100  0  0
 0  0      0 116855984 243832 12942904    0    0     0   724  607  326  0  0 100  0  0
 0  0      0 116855984 243832 12942908    0    0     0     0  310   84  0  0 100  0  0
 0  0      0 116855984 243832 12942916    0    0     0     0  443  131  0  0 100  0  0
 0  0      0 116855984 243832 12942920    0    0     0     0  232   74  0  0 100  0  0
 0  0      0 116855984 243832 12942932    0    0     0     0  262  146  0  0 100  0  0
 0  0      0 116855984 243832 12942936    0    0     0    64  259  117  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0      0 112387120 243836 12943352    0    0     0     0 14785 7963 31 16 53  0  0
14  0      0 111322144 243836 12943396    0    0     0     0 21902 17721 42  4 54  0  0
 0  0      0 111321840 243836 12943428    0    0     0     0 12590 15998 19  1 80  0  0
 0  0      0 111319824 243836 12943436    0    0     0     0  889  415  0  0 100  0  0
 0  0      0 111318096 243836 12943488    0    0     0   636 1302  658  0  0 100  0  0
 0  0      0 111317344 243836 12943492    0    0     0  1116 1451  742  0  0 100  0  0
 0  0      0 111317344 243836 12943496    0    0     0     0 1883 1026  0  0 100  0  0
29  0      0 111305488 244008 12948884    0    0     0 16476 83545 135099 32  9 60  0  0
 9  0      0 114724416 244384 12961604    0    0     0 58828 100560 157855 47 10 42  1  0
 0  0      0 116797104 244580 12964180    0    0 46972  7460 7583 16150  1  3 96  0  0
 0  0      0 116802096 244604 12965380    0    0 18762  1440 8821 7891  0  2 98  0  0
 0  0      0 116806576 244604 12964600    0    0  1337     0 4242 2875  0  1 99  0  0
 1  0      0 119744832 244604 10024500    0    0     0     0 2417 1177  0  2 98  0  0
 1  0      0 124280376 244604 5487988    0    0     0     0 1907  449  0  3 97  0  0
