procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 124814088 254132 4950380    0    0    14   968   43   48  1  0 98  0  0
 2  0      0 124291952 254132 5474040    0    0     0     0 2017  373  0  3 97  0  0
 1  2      0 124259248 254280 5507700    0    0  1209 490080 2114  628  0  1 94  5  0
 2  0      0 123833120 254148 5934412    0    0  1172 69084 2106 1031  0  3 96  1  0
 1  2      0 123689472 254292 6076592    0    0  1189 381384 1454  570  0  1 94  4  0
 1  0      0 123371456 254160 6394264    0    0  1176 177192 2090 1721  0  2 96  2  0
 1  2      0 123117200 254304 6648868    0    0  1189 295440 1549  576  0  2 95  3  0
 2  0      0 122914592 254180 6858048    0    0  1176 263140 2505 1319  0  2 95  3  0
 1  2      0 122552720 254324 7220348    0    0  1189 176348 1350  613  0  2 96  2  0
 2  0      0 122461496 254196 7315752    0    0  1176 382224 2059 2073  0  1 94  5  0
 0  2      0 121986224 254340 7791604    0    0  1189 74904 1229  623  0  3 96  1  0
 0  0      0 121984960 254212 7792012    0    0  1176 483668 2307 1081  0  1 94  6  0
 1  0      0 121444176 254212 8332848    0    0     0     0 1380  434  0  3 97  0  0
 0  2      0 121413680 254356 8363484    0    0  1189 481776 1944  614  0  1 94  5  0
 1  0      0 120984528 254228 8795420    0    0  1176 76808 2053 1263  0  3 96  1  0
 0  2      0 120843920 254372 8936076    0    0  1189 374736 2072  679  0  1 95  4  0
 1  0      0 120530720 254244 9251744    0    0  1176 183852 2968 1196  0  2 96  2  0
 0  2      0 120273232 254388 9508936    0    0  1189 292152 2047  616  0  2 95  3  0
 1  0      0 120073920 254256 9711036    0    0  1176 266604 2188  912  0  2 95  3  0
 0  2      0 119705040 254400 10081772    0    0  1189 176348 1568  695  0  2 97  1  0
 1  0      0 119610304 254272 10177696    0    0  1176 382240 2296  948  0  1 96  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2      0 119134304 254416 10652528    0    0  1189 78908 1323  744  0  3 97  1  0
 0  0      0 119134064 254292 10654580    0    0  1176 479680 2124 1314  0  1 95  4  0
 1  0      0 118596112 254292 11193316    0    0     0     0 1577  514  0  3 97  0  0
 0  2      0 118560608 254436 11227292    0    0  1189 481776 2182  690  0  1 94  5  0
 1  0      0 118120448 254308 11664636    0    0  1176 76960 2057 1000  0  3 96  1  0
 0  2      0 117985136 254452 11799840    0    0  1189 388428 1823  738  0  1 94  4  0
 1  0      0 117662880 254324 12125740    0    0  1176 170172 2501 1059  0  2 96  2  0
 0  2      0 117415440 254468 12372068    0    0  1189 294332 1646  600  0  2 95  3  0
 1  0      0 117198000 254340 12593036    0    0  1176 264276 2514  924  0  2 95  3  0
 0  2      0 116844520 254484 12945720    0    0  1189 183712 1540  579  0  2 96  2  0
 1  0      0 116737936 254348 13053300    0    0  1176 374888 2462 1002  0  1 95  4  0
 0  2      0 116273040 254492 13518744    0    0  1189 78980 1641  585  0  3 96  1  0
 0  0      0 116270776 254372 13519044    0    0  1176 479624 2136  877  0  1 94  6  0
 1  0      0 115723808 254432 14066056    0    0     0     0  995  414  0  3 97  0  0
 0  2      0 115697616 254592 14091800    0    0  1189 500328 1993  856  0  1 95  5  0
 0  0      0 115682160 254464 14092036    0    0  1176 58280 5177 8086  0  2 97  1  0
 0  0      0 115680112 254464 14091988    0    0     0     0  468  313  0  0 100  0  0
 0  0      0 115680112 254464 14091992    0    0     0     0  276  106  0  0 100  0  0
 0  0      0 115680112 254464 14091996    0    0     0     0  396  226  0  0 100  0  0
 0  0      0 115680112 254464 14092008    0    0     0     0  334  104  0  0 100  0  0
 0  0      0 115680112 254468 14092012    0    0     0   780  645  262  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 115680112 254468 14092020    0    0     0     0  276   77  0  0 100  0  0
 0  0      0 115680112 254468 14092028    0    0     0     0  388  159  0  0 100  0  0
 0  0      0 115680112 254468 14092032    0    0     0     0  248   78  0  0 100  0  0
 0  0      0 115680112 254468 14092044    0    0     0     0  345  125  0  0 100  0  0
18  0      0 112391752 254480 14092204    0    0     0   448 9711 5947 16 12 73  0  0
11  0      0 109317472 254480 14092528    0    0     0     0 21837 16465 46 11 43  0  0
 3  0      0 109312528 254480 14092692    0    0     0     0 22049 25728 44  1 54  0  0
 0  0      0 109311024 254480 14092700    0    0     0     0 1647 1530  0  0 100  0  0
 0  0      0 109308528 254480 14092744    0    0     0     0 1451  748  0  0 100  0  0
 0  0      0 109309952 254488 14092756    0    0     0  1652 1440  791  0  0 100  0  0
 0  0      0 109308448 254488 14092760    0    0     0     0 1817 1094  0  0 100  0  0
18  0      0 109295176 254588 14093188    0    0     0  2132 11992 43088  4  2 94  0  0
25  0      0 109051728 254912 14100780    0    0     0 21460 136338 184784 74 13 13  0  0
 0  0      0 115628896 255668 14116312    0    0 23459 68368 67212 103327 15  9 75  1  0
 1  0      0 115634000 256008 14116488    0    0 18019  2700 6293 8530  0  1 98  0  0
 0  0      0 115636840 255724 14116156    0    0 13370     0 7315 6774  0  1 98  0  0
 1  0      0 115936752 255724 13824752    0    0     0     0 3474 2370  0  1 99  0  0
 1  0      0 120419248 255724 9346900    0    0     0     0 1645  667  0  3 97  0  0
